,id,tytułpolski,tytułoryginalny,rokprodukcji,ulubione,ocena,komentarz,krajprodukcji,gatunek,data
300,487684,Dom w głębi lasu,The Cabin in the Woods,2011,,9,,USA,Horror,2016-2-12
301,586583,Zjawa,The Revenant,2015,,5,"Typowy film pod oscara, nic nadzwyczajnego.","Hongkong, USA, Tajwan","Dramat, Przygodowy, Western",2016-2-10
302,868,Być jak John Malkovich,Being John Malkovich,1999,,9,,USA,"Surrealistyczny, Komedia",2016-2-10
303,1501,Kruk,The Crow,1994,,8,,USA,"Fantasy, Thriller",2016-1-25
304,625402,Asteriks i Obeliks: Osiedle Bogów,Astérix: Le domaine des dieux,2014,,8,,Francja,"Animacja, Familijny, Komedia, Przygodowy",2016-1-22
305,95748,Żony ze Stepford,The Stepford Wives,2004,,1,,USA,"Sci-Fi, Czarna komedia",2016-1-20
306,9352,Sanatorium pod klepsydrą,,1973,,6,,Polska,"Surrealistyczny, Psychologiczny, Poetycki",2016-1-17
307,31831,K-PAX,,2001,,7,,"Niemcy, USA",Dramat,2016-1-17
308,231755,Zarżnięci żywcem,The Cottage,2008,,6,,Wielka Brytania,"Horror, Komedia",2016-1-10
309,751,Rejs,,1970,,8,,Polska,Komedia,2016-1-7
310,671644,Fistaszki - wersja kinowa,The Peanuts Movie,2015,,7,,USA,"Animacja, Komedia, Przygodowy",2016-1-6
311,292302,Głębia ciemności,Deep in the Darkness,2014,,2,,USA,Horror,2016-1-3
312,275068,Kroniki mutantów,Mutant Chronicles,2008,,3,,"USA, Wielka Brytania","Przygodowy, Sci-Fi",2015-12-30
313,5276,Dyskretny urok burżuazji,Le charme discret de la bourgeoisie,1972,,8,,Francja,"Dramat, Komedia",2015-12-17
314,33417,Łowca snów,Dreamcatcher,2003,,7,,"Australia, USA","Horror, Sci-Fi",2015-12-8
315,701517,Równoległa rzeczywistość,Coherence,2013,,9,,"USA, Wielka Brytania","Thriller, Sci-Fi",2015-11-22
316,107974,Monster,,2003,,6,,"Niemcy, USA","Biograficzny, Dramat",2015-11-18
317,479701,Legendy sowiego królestwa: Strażnicy Ga'Hoole,Legend of the Guardians: The Owls of Ga'Hoole,2010,,7,,"Australia, USA","Animacja, Przygodowy",2015-11-6
318,707441,Pentameron,Il racconto dei racconti,2015,,7,,"Francja, Wielka Brytania, Włochy","Fantasy, Romans",2015-11-5
319,10213,Święci z Bostonu,The Boondock Saints,1999,,6,,"Kanada, USA",Sensacyjny,2015-10-30
320,563042,Hercules,,2014,,3,,USA,Przygodowy,2015-10-21
321,563822,W nowym zwierciadle: Wakacje,Vacation,2015,,8,,USA,"Komedia, Przygodowy",2015-10-19
322,674,Miasto zaginionych dzieci,La Cité des enfants perdus,1995,,6,,"Francja, Hiszpania, Niemcy","Dramat, Fantasy, Przygodowy",2015-10-18
323,11558,Wzgórze królików,Watership Down,1978,,8,,"Kanada, Wielka Brytania","Animacja, Dramat, Baśń",2015-10-16
324,7960,Młody Frankenstein,Young Frankenstein,1974,,9,,USA,"Horror, Komedia, Sci-Fi",2015-10-15
325,715533,Marsjanin,The Martian,2015,,7,,"USA, Wielka Brytania",Sci-Fi,2015-10-15
326,629795,"Boże, błogosław Amerykę",God Bless America,2011,,8,,USA,"Dramat, Komedia",2015-10-11
327,599050,ParaNorman,,2012,,6,,USA,"Animacja, Fantasy, Przygodowy",2015-10-11
328,10109,Test pilota Pirxa,,1978,,4,,"Polska, ZSRR","Dramat, Sci-Fi",2015-10-8
329,465816,Frankenweenie,,2012,,7,,USA,"Animacja, Sci-Fi, Czarna komedia",2015-10-4
330,603082,Likwidator,The Last Stand,2013,,5,,USA,Akcja,2015-10-4
331,7705,Miasteczko Halloween,The Nightmare Before Christmas,1993,,9,,USA,"Animacja, Fantasy, Musical",2015-10-3
332,625417,Carrie,,2013,,4,,USA,"Dramat, Horror",2015-10-2
333,363042,Hotel Transylwania,Hotel Transylvania,2012,,7,,USA,"Animacja, Familijny, Komedia",2015-10-1
334,707107,Gość,The Guest,2014,,3,,"USA, Wielka Brytania","Thriller, Akcja",2015-9-22
335,472800,Krwawe walentynki,My Bloody Valentine,2009,,4,,USA,Horror,2015-9-20
336,644179,Złodziej tożsamości,Identity Thief,2013,,6,,USA,Komedia kryminalna,2015-9-13
337,622318,Noe: Wybrany przez Boga,Noah,2014,,7,,USA,"Dramat, Fantasy",2015-9-11
338,9497,Dreszcze,Shivers,1975,,6,,Kanada,Horror,2015-9-10
339,656595,Przeznaczenie,Predestination,2014,,7,,Australia,"Thriller, Sci-Fi",2015-9-9
340,1454,Siódma pieczęć,Det sjunde inseglet,1957,,10,,Szwecja,Dramat,2015-9-7
341,375787,Pojedynek,Sleuth,2007,,8,,"USA, Wielka Brytania","Dramat, Kryminał, Thriller",2015-9-7
342,486130,300: Początek imperium,300: Rise of an Empire,2014,,5,,USA,"Dramat, Akcja",2015-9-7
343,548326,47 roninów,47 Ronin,2013,,3,,USA,"Fantasy, Przygodowy",2015-9-7
344,741093,World of Tomorrow,,2015,,6,,USA,"Animacja, Krótkometrażowy",2015-9-6
345,557434,Głosy,The Voices,2014,,9,,"Niemcy, USA","Thriller, Komedia kryminalna",2015-9-1
346,366495,Łowca potworów,Jack Brooks: Monster Slayer,2007,,6,,Kanada,"Horror, Komedia",2015-8-31
347,680728,Po ślubie,Líbánky,2013,,8,,"Czechy, Słowacja",Dramat,2015-8-31
348,530650,Porąbani,Tucker and Dale vs. Evil,2010,tak,9,,"Indie, Kanada, USA, Wielka Brytania",Czarna komedia,2015-8-29
349,483659,Horda,La horde,2009,,6,,Francja,Horror,2015-8-29
350,712595,Sinister 2,,2015,,6,,"USA, Wielka Brytania",Horror,2015-8-28
351,595351,Paddington,,2014,,6,,"Francja, Wielka Brytania","Familijny, Komedia, Przygodowy",2015-8-25
352,644064,Ewolucja planety małp,Dawn of the Planet of the Apes,2014,,8,,USA,"Dramat, Akcja, Sci-Fi",2015-8-25
353,606670,American Mary,,2012,,6,,Kanada,Horror,2015-8-20
354,546529,Ida,,2013,,7,,"Dania, Polska",Dramat,2015-8-8
355,694348,To właśnie seks,The Little Death,2014,,9,,Australia,Komedia,2015-8-8
356,725467,Opętany,Pos eso,2014,,7,,Hiszpania,"Animacja, Horror, Komedia",2015-7-15
357,712739,Party Girl,,2014,,7,,Francja,Dramat,2015-7-15
358,699194,Nowa dziewczyna,Une nouvelle amie,2014,,3,,Francja,Dramat,2015-7-7
359,648179,Don Jon,,2013,,6,,USA,"Dramat, Komedia",2015-7-6
360,186343,Terminator: Ocalenie,Terminator Salvation,2009,,7,,"Niemcy, USA, Wielka Brytania, Włochy","Akcja, Sci-Fi",2015-7-2
361,512784,Terminator: Genisys,Terminator Genisys,2015,,6,,USA,"Akcja, Sci-Fi",2015-7-2
362,707286,Co robimy w ukryciu,What We Do in the Shadows,2014,,9,,"Nowa Zelandia, USA","Horror, Komedia, Dokumentalizowany",2015-6-26
363,556929,Jurassic World,,2015,,7,,USA,"Przygodowy, Sci-Fi",2015-6-22
364,616947,Faceci od kuchni,Comme un chef,2012,,6,,"Francja, Hiszpania",Komedia,2015-6-22
365,337366,Zabójczy wirus,Carriers,2009,,6,,USA,"Dramat, Horror",2015-6-20
366,609699,Ted,,2012,,4,,USA,Komedia,2015-6-18
367,95747,Mad Max: Na drodze gniewu,Mad Max: Fury Road,2015,tak,9,,"Australia, USA","Sensacyjny, Sci-Fi",2015-5-28
368,684940,Czworo do pary,The One I Love,2014,,8,,USA,"Dramat, Komedia rom.",2015-5-27
369,649608,Snowpiercer: Arka przyszłości,Snowpiercer,2013,,8,,"Czechy, Francja, USA, Korea Południowa","Thriller, Akcja, Sci-Fi",2015-5-26
370,107563,Robot Jox 1: Bezlitośni mordercy,Robot Jox,1989,,7,,USA,"Akcja, Sci-Fi",2015-5-18
371,630041,Automata,Autómata,2014,,7,,"Hiszpania, Kanada, USA, Bułgaria","Thriller, Sci-Fi",2015-5-18
372,671888,Mapy gwiazd,Maps to the Stars,2014,,7,,"Francja, Kanada, Niemcy, USA",Dramat,2015-5-15
373,657859,Witaj w klubie,Dallas Buyers Club,2013,,6,,USA,"Biograficzny, Dramat",2015-5-14
374,692649,Sygnał,The Signal,2014,,6,,USA,"Thriller, Sci-Fi",2015-5-11
375,197,Wielkie nadzieje,Great Expectations,1998,,5,,USA,Melodramat,2015-5-4
376,216784,Kobieta w błękitnej wodzie,Lady in the Water,2006,,3,,USA,"Dramat, Fantasy",2015-5-4
377,200209,Nostalgia anioła,The Lovely Bones,2009,,4,,"Nowa Zelandia, USA, Wielka Brytania","Dramat, Fantasy",2015-5-4
378,8579,"Patrzę na ciebie, Marysiu",,1999,,4,,Polska,"Dramat, Psychologiczny",2015-5-4
379,31334,Scooby-Doo,,2002,,1,,"Australia, USA","Familijny, Fantasy, Komedia, Przygodowy",2015-5-4
380,667468,System,Child 44,2015,,7,,"Czechy, Rosja, USA, Wielka Brytania, Rumunia","Dramat, Thriller",2015-4-29
381,546202,Rogi,Horns,2013,,8,,"Kanada, USA",Horror,2015-4-27
382,706448,Fanka,Elle l'adore,2014,,6,,Francja,"Dramat, Komedia",2015-4-17
383,820,Odwieczny wróg,Phantoms,1998,,7,,"Japonia, USA","Dramat, Horror, Sci-Fi",2015-4-14
384,688030,Piramida,The Pyramid,2014,,4,,USA,Horror,2015-4-14
385,622009,Demony,The Devil Inside,2012,,3,,USA,Horror,2015-4-14
386,714528,Coś za mną chodzi,It Follows,2014,,8,,USA,Horror,2015-4-9
387,655761,Pięćdziesiąt twarzy Greya,Fifty Shades of Grey,2015,,2,"Nuudny,",USA,Melodramat,2015-3-31
388,666647,Witching & Bitching,Las Brujas de Zugarramurdi,2013,,8,,"Francja, Hiszpania","Horror, Komedia",2015-3-31
389,1463,"Elvira, władczyni ciemności",Elvira: Mistress of the Dark,1988,,6,,USA,"Horror, Komedia",2015-3-29
390,612189,Chappie,,2015,,8,,"RPA, USA","Akcja, Sci-Fi",2015-3-27
391,7194,Lokator,Le locataire,1976,,8,,Francja,"Thriller, Psychologiczny",2015-3-23
392,686651,Wywiad ze słońcem narodu,The Interview,2014,,4,,USA,"Komedia, Akcja",2015-3-22
393,567936,Słowo na M,What If,2013,,6,,"Irlandia, Kanada",Komedia rom.,2015-3-16
394,664609,Pingwiny z Madagaskaru,Penguins of Madagascar,2014,,8,,USA,"Animacja, Familijny, Komedia, Przygodowy",2015-3-13
395,653414,Anioł śmierci,The Woman in Black 2: Angel of Death,2014,,7,,"Kanada, USA, Wielka Brytania","Dramat, Horror",2015-3-12
396,9607,Sliver,,1993,,6,,USA,"Erotyczny, Thriller",2015-2-18
397,34072,8 kobiet,8 femmes,2002,,6,,"Francja, Włochy","Musical, Komedia kryminalna",2015-2-18
398,11173,Tramwaj zwany pożądaniem,A Streetcar Named Desire,1951,,8,,USA,Dramat,2015-2-16
399,648940,The Raid 2: Infiltracja,Serbuan maut 2: Berandal,2014,,5,,"USA, Indonezja",Akcja,2015-2-14
400,694864,Warsaw by Night,,2014,,5,,Polska,"Dramat, Komedia",2015-2-9
401,647735,Hiszpanka,,2014,,3,,Polska,"Historyczny, Kryminał, Akcja",2015-1-29
402,680709,Birdman,,2014,,9,,USA,"Dramat, Komedia",2015-1-27
403,662242,Hobbit: Bitwa Pięciu Armii,The Hobbit: The Battle of the Five Armies,2014,,7,,"Nowa Zelandia, USA","Fantasy, Przygodowy",2015-1-19
404,472866,Wielkie oczy,Big Eyes,2014,,7,,USA,"Biograficzny, Dramat",2015-1-8
405,698144,John Wick,,2014,,6,,"Chiny, USA","Thriller, Akcja",2015-1-7
406,698847,Whiplash,,2014,,8,,USA,"Dramat, Muzyczny",2015-1-6
407,8727,Podejrzani,The Usual Suspects,1995,,9,,"Niemcy, USA","Kryminał, Thriller",2014-12-16
408,558709,Geneza planety małp,Rise of the Planet of the Apes,2011,,8,,USA,"Dramat, Akcja, Sci-Fi",2014-12-11
409,652536,Klątwa Jessabelle,Jessabelle,2014,,3,,USA,Horror,2014-12-11
410,687674,Wolny strzelec,Nightcrawler,2014,,7,,USA,"Dramat, Kryminał",2014-12-10
411,694473,Blue Highway,,2013,,7,,USA,Komedia,2014-12-8
412,676364,Babadook,The Babadook,2014,,6,,"Australia, Kanada",Horror,2014-12-8
413,91994,Basen,Swimming Pool,2003,,6,,"Francja, Wielka Brytania","Erotyczny, Thriller, Psychologiczny",2014-12-8
414,626983,Igrzyska śmierci: Kosogłos. Część 1,The Hunger Games: Mockingjay Part 1,2014,,6,,USA,"Akcja, Sci-Fi",2014-12-4
415,539632,Sklep dla samobójców,Le Magasin des suicides,2012,,8,,"Belgia, Francja, Kanada","Animacja, Komedia, Musical",2014-11-26
416,6363,Potwór,Il Mostro,1994,,8,,"Francja, Włochy",Komedia,2014-11-24
417,594357,Strażnicy Galaktyki,Guardians of the Galaxy,2014,,5,,USA,"Akcja, Sci-Fi",2014-11-24
418,482800,Diabelska plansza Ouija,Ouija,2014,,6,,USA,Horror,2014-11-20
419,114091,Mały Otik,Otesánek,2000,,9,,"Czechy, Japonia, Wielka Brytania","Dramat, Fantasy, Czarna komedia",2014-11-17
420,375629,Interstellar,,2014,,9,,"USA, Wielka Brytania",Sci-Fi,2014-11-13
421,567829,[REC] 4: Apokalipsa,[REC] 4: Apocalipsis,2014,,7,,Hiszpania,Horror,2014-11-13
422,694378,Bogowie,,2014,,6,,Polska,"Biograficzny, Dramat",2014-11-12
423,240046,W pogoni za szczęściem,The Pursuit of Happyness,2006,,9,,USA,"Biograficzny, Dramat obyczajowy",2014-11-9
424,565952,Nic do oclenia,Rien à Déclarer,2010,,7,,"Belgia, Francja",Komedia,2014-11-9
425,569242,Cosmopolis,,2012,,6,,"Francja, Kanada, Portugalia, Włochy","Dramat, Thriller",2014-11-7
426,684356,Dracula: Historia nieznana,Dracula Untold,2014,,6,,"Japonia, USA","Fantasy, Horror",2014-10-28
427,120444,Martwe ptaki,Dead Birds,2004,,6,,USA,Horror,2014-10-28
428,233495,Lilo i Stich 2: Mały feler Sticha,Lilo & Stitch 2: Stitch Has a Glitch,2005,,8,,USA,"Animacja, Familijny, Komedia, Sci-Fi",2014-10-28
429,40683,Tajemnica Aleksandry,Alexandra's Project,2003,,7,,Australia,"Dramat, Thriller",2014-10-28
430,495247,The Runaways: Prawdziwa historia,The Runaways,2010,,5,,USA,"Biograficzny, Dramat, Muzyczny",2014-10-28
431,483333,Mroczne cienie,Dark Shadows,2012,,3,,"Australia, USA, Wielka Brytania","Fantasy, Horror, Komedia",2014-10-18
432,411786,Zdarzenie,The Happening,2008,,6,,"Indie, USA","Thriller, Sci-Fi",2014-10-17
433,648169,Przelotni kochankowie,Los Amantes pasajeros,2013,,6,,Hiszpania,Komedia,2014-10-16
434,603461,The Lords of Salem,,2012,,3,,"Kanada, USA, Wielka Brytania",Horror,2014-10-16
435,695409,Zaginiona dziewczyna,Gone Girl,2014,,8,,USA,"Dramat, Thriller",2014-10-16
436,238725,Mgła,The Mist,2007,,8,,USA,Horror,2014-10-15
437,689545,Dzikie historie,Relatos salvajes,2014,,10,,"Argentyna, Hiszpania",Czarna komedia,2014-10-13
438,700711,Annabelle,,2014,,5,,USA,Horror,2014-10-9
439,667242,Zanim zasnę,Before I Go to Sleep,2014,,7,,"Francja, Szwecja, USA, Wielka Brytania","Dramat, Thriller",2014-10-8
440,121881,Wysyp żywych trupów,Shaun of the Dead,2004,,8,,"Francja, Wielka Brytania","Horror, Komedia",2014-10-7
441,479133,To już jest koniec,The World's End,2013,,7,,"Japonia, USA, Wielka Brytania","Komedia, Akcja, Sci-Fi",2014-10-7
442,1063,Nagi instynkt,Basic Instinct,1992,,6,,"Francja, USA",Thriller,2014-10-4
443,532513,Szepczący w ciemności,The Whisperer in Darkness,2011,,7,,USA,"Horror, Sci-Fi",2014-10-3
444,749,Oczy szeroko zamknięte,Eyes Wide Shut,1999,,8,,"USA, Wielka Brytania","Erotyczny, Thriller",2014-10-3
445,31354,Inferno,,2001,,7,,Polska,Dramat,2014-10-3
446,398064,Córka,Daughter,2002,,6,,USA,"Horror, Krótkometrażowy",2014-10-2
447,214272,Sin City: Damulka warta grzechu,Sin City: A Dame to Kill For,2014,,8,,USA,"Kryminał, Thriller",2014-10-1
448,184532,Pułapka,Hard Candy,2005,,7,,USA,"Thriller, Psychologiczny",2014-9-29
449,623013,Nie przeżyje nikt,No One Lives,2012,,6,,"USA, Wielka Brytania",Horror,2014-9-26
450,637019,Miasto 44,,2014,,5,,Polska,"Dramat, Wojenny",2014-9-25
451,7992,Nadzy,Naked,1993,,8,,Wielka Brytania,Dramat,2014-9-24
452,608456,"Jako w piekle, tak i na Ziemi","As Above, So Below",2014,,6,,USA,Horror,2014-9-23
453,32359,Czerwony smok,Red Dragon,2002,,6,,"Niemcy, USA",Thriller,2014-9-22
