ID,Tytuł polski,Tytuł oryginalny,Rok produkcji,Ulubione,Ocena,Kraj produkcji,Gatunek,Data,originalTitle,startYear,genre_eng,titleType,primaryTitle,isAdult,endYear,runtimeMinutes,genres,averageRating,numVotes,similarity,diff,averageRating_int
109908,Czarna Dalia,The Black Dahlia,2006,0,6,"Francja, Niemcy, USA",Kryminał,2018-3-28,The Black Dahlia,2006,crime,movie,The Black Dahlia,0,\N,121,"Crime,Drama,Mystery",5.6,69261,0,0.40000000000000036,6
1100,Sens życia wg Monty Pythona,The Meaning of Life,1983,0,7,Wielka Brytania,Komedia,2010-6-1,The Meaning of Life,1983,comedy,movie,The Meaning of Life,0,\N,107,"Comedy,Musical",7.6,107573,0,-0.5999999999999996,8
1104,Dziecko Rosemary,Rosemary's Baby,1968,1,9,USA,"Horror, Psychologiczny",2010-6-1,Rosemary's Baby,1968,"horror, psychologiczny",movie,Rosemary's Baby,0,\N,137,"Drama,Horror",8.0,177418,0,1.0,8
1109,Matnia,Cul-de-sac,1966,0,7,Wielka Brytania,"Dramat, Komedia",2010-6-1,Cul-de-sac,1966,"drama, comedy",movie,Cul-de-sac,0,\N,112,"Comedy,Drama,Thriller",7.1,10761,0,-0.09999999999999964,7
11173,Tramwaj zwany pożądaniem,A Streetcar Named Desire,1951,0,8,USA,Dramat,2015-2-16,A Streetcar Named Desire,1951,drama,movie,A Streetcar Named Desire,0,\N,122,Drama,8.0,93612,0,0.0,8
112584,Sin City - Miasto grzechu,Sin City,2005,1,8,USA,Kryminał,2010-6-1,Sin City,2005,crime,movie,Sin City,0,\N,124,"Crime,Thriller",8.0,722817,0,0.0,8
11312,Uciekinier,The Running Man,1987,0,8,USA,"Akcja, Sci-Fi",2019-9-18,The Running Man,1987,"action, sci-fi",movie,The Running Man,0,\N,101,"Action,Sci-Fi,Thriller",6.7,134119,0,1.2999999999999998,7
11398,Upadek,Falling Down,1993,1,9,"Francja, USA, Wielka Brytania",Thriller,2010-6-9,Falling Down,1993,thriller,movie,Falling Down,0,\N,113,"Crime,Drama,Thriller",7.6,159639,0,1.4000000000000004,8
114091,Mały Otik,Otesánek,2000,0,9,"Czechy, Japonia, Wielka Brytania","Dramat, Fantasy, Czarna komedia",2014-11-17,Otesánek,2000,"drama, fantasy, czarna komedia",movie,Greedy Guts,0,\N,132,"Animation,Comedy,Drama",7.3,5706,0,1.7000000000000002,7
11456,Wideodrom,Videodrome,1983,0,6,Kanada,"Thriller, Sci-Fi",2016-12-9,Videodrome,1983,"thriller, sci-fi",movie,Videodrome,0,\N,87,"Horror,Sci-Fi,Thriller",7.3,77210,0,-1.2999999999999998,7
114960,The Grudge - Klątwa,The Grudge,2004,0,7,"Japonia, USA",Horror,2010-6-2,The Grudge,2004,horror,movie,The Grudge,0,\N,91,"Horror,Mystery,Thriller",5.9,133935,0,1.0999999999999996,6
115059,Oldboy,Oldeuboi,2003,0,8,Korea Południowa,Thriller,2010-6-2,Oldeuboi,2003,thriller,movie,Oldboy,0,\N,120,"Action,Drama,Mystery",8.4,475108,0,-0.40000000000000036,8
11558,Wzgórze królików,Watership Down,1978,0,8,"Kanada, Wielka Brytania","Animacja, Dramat, Baśń",2015-10-16,Watership Down,1978,"animacja, drama, baśń",movie,Watership Down,0,\N,91,"Adventure,Animation,Drama",7.6,31785,0,0.40000000000000036,8
116327,Tajemnica Brokeback Mountain,Brokeback Mountain,2005,1,8,"Kanada, USA",Melodramat,2010-6-1,Brokeback Mountain,2005,melodramat,movie,Brokeback Mountain,0,\N,134,"Drama,Romance",7.7,306624,0,0.2999999999999998,8
11752,Wodny świat,Waterworld,1995,0,6,USA,"Przygodowy, Sci-Fi",2010-6-2,Waterworld,1995,"przygodowy, sci-fi",movie,Waterworld,0,\N,135,"Action,Adventure,Sci-Fi",6.2,170914,0,-0.20000000000000018,6
11841,Władca Pierścieni: Powrót króla,The Lord of the Rings: The Return of the King,2003,0,6,"Nowa Zelandia, USA","Fantasy, Przygodowy",2010-6-9,The Lord of the Rings: The Return of the King,2003,"fantasy, przygodowy",movie,The Lord of the Rings: The Return of the King,0,\N,201,"Adventure,Drama,Fantasy",8.9,1543755,0,-2.9000000000000004,9
11843,Wściekłe psy,Reservoir Dogs,1992,0,6,USA,"Thriller, Gangsterski",2010-6-1,Reservoir Dogs,1992,"thriller, gangsterski",movie,Reservoir Dogs,0,\N,99,"Crime,Drama,Thriller",8.3,857928,0,-2.3000000000000007,8
118497,Gnijąca panna młoda,Corpse Bride,2005,1,8,"USA, Wielka Brytania","Animacja, Czarna komedia",2010-6-1,Corpse Bride,2005,"animacja, czarna komedia",movie,Corpse Bride,0,\N,77,"Animation,Drama,Family",7.3,229120,0,0.7000000000000002,7
118735,Atak na posterunek,Assault on Precinct 13,2005,0,6,"Francja, USA","Thriller, Akcja",2017-2-12,Assault on Precinct 13,2005,"thriller, action",movie,Assault on Precinct 13,0,\N,109,"Action,Crime,Drama",6.3,71521,0,-0.2999999999999998,6
119007,Bękarty diabła,The Devil's Rejects,2005,0,3,"Niemcy, USA",Horror,2014-8-23,The Devil's Rejects,2005,horror,movie,The Devil's Rejects,0,\N,107,Horror,6.8,89068,0,-3.8,7
119046,Spacer po linie,Walk the Line,2005,0,8,"Niemcy, USA","Biograficzny, Muzyczny",2019-6-14,Walk the Line,2005,"biographic, muzyczny",movie,Walk the Line,0,\N,136,"Biography,Drama,Music",7.8,220428,0,0.20000000000000018,8
11917,"Zagraj to jeszcze raz, Sam","Play It Again, Sam",1972,0,8,USA,Komedia,2018-10-9,"Play It Again, Sam",1972,comedy,movie,"Play It Again, Sam",0,\N,85,"Comedy,Romance",7.6,23425,0,0.40000000000000036,8
119849,Koniec świata,Southland Tales,2006,0,10,"Francja, Niemcy, USA","Dramat, Komedia, Sci-Fi",2018-7-30,Southland Tales,2006,"drama, comedy, sci-fi",movie,Southland Tales,0,\N,145,"Comedy,Drama,Mystery",5.4,35605,0,4.6,5
119885,Film o pszczołach,Bee Movie,2007,0,6,USA,"Animacja, Komedia",2010-6-1,Bee Movie,2007,"animacja, comedy",movie,Bee Movie,0,\N,91,"Adventure,Animation,Comedy",6.1,132039,0,-0.09999999999999964,6
120033,Kontrolerzy,Kontroll,2003,0,5,Węgry,"Dramat, Komedia",2011-7-13,Kontroll,2003,"drama, comedy",movie,Kontroll,0,\N,105,"Comedy,Crime,Drama",7.7,23376,0,-2.7,8
120444,Martwe ptaki,Dead Birds,2004,0,6,USA,Horror,2014-10-28,Dead Birds,2004,horror,movie,Dead Birds,0,\N,91,"Horror,Thriller,Western",5.6,9385,0,0.40000000000000036,6
1210,12 małp,Twelve Monkeys,1995,1,9,USA,"Dramat, Sci-Fi",2010-6-1,Twelve Monkeys,1995,"drama, sci-fi",movie,12 Monkeys,0,\N,129,"Mystery,Sci-Fi,Thriller",8.0,549562,0,1.0,8
1211,Lista Schindlera,Schindler's List,1993,0,8,USA,"Dramat, Wojenny",2014-9-16,Schindler's List,1993,"drama, war",movie,Schindler's List,0,\N,195,"Biography,Drama,History",8.9,1132637,0,-0.9000000000000004,9
1212,Park Jurajski,Jurassic Park,1993,0,8,USA,"Przygodowy, Sci-Fi",2010-6-1,Jurassic Park,1993,"przygodowy, sci-fi",movie,Jurassic Park,0,\N,127,"Action,Adventure,Sci-Fi",8.1,806034,0,-0.09999999999999964,8
1213,Indiana Jones i ostatnia krucjata,Indiana Jones and the Last Crusade,1989,0,5,USA,Przygodowy,2010-6-1,Indiana Jones and the Last Crusade,1989,przygodowy,movie,Indiana Jones and the Last Crusade,0,\N,127,"Action,Adventure",8.2,651452,0,-3.1999999999999993,8
1214,Indiana Jones i Świątynia Zagłady,Indiana Jones and the Temple of Doom,1984,0,7,USA,Przygodowy,2010-6-1,Indiana Jones and the Temple of Doom,1984,przygodowy,movie,Indiana Jones and the Temple of Doom,0,\N,118,"Action,Adventure",7.6,418118,0,-0.5999999999999996,8
121413,Piła,Saw,2004,0,5,"Australia, USA",Horror,2010-6-1,Saw,2004,horror,movie,Saw,0,\N,103,"Horror,Mystery,Thriller",7.6,360282,0,-2.5999999999999996,8
1216,Poszukiwacze zaginionej Arki,Raiders of the Lost Ark,1981,0,8,USA,Przygodowy,2010-6-1,Raiders of the Lost Ark,1981,przygodowy,movie,Raiders of the Lost Ark,0,\N,115,"Action,Adventure",8.4,833793,0,-0.40000000000000036,8
121760,Piraci z Karaibów: Na krańcu świata,Pirates of the Caribbean: At World's End,2007,0,5,USA,"Fantasy, Przygodowy",2010-6-1,Pirates of the Caribbean: At World's End,2007,"fantasy, przygodowy",movie,Pirates of the Caribbean: At World's End,0,\N,169,"Action,Adventure,Fantasy",7.1,568016,0,-2.0999999999999996,7
121881,Wysyp żywych trupów,Shaun of the Dead,2004,0,8,"Francja, Wielka Brytania","Horror, Komedia",2014-10-7,Shaun of the Dead,2004,"horror, comedy",movie,Shaun of the Dead,0,\N,99,"Comedy,Horror",7.9,483067,0,0.09999999999999964,8
121935,Przez ciemne zwierciadło,A Scanner Darkly,2006,0,8,USA,"Animacja, Thriller, Sci-Fi",2018-6-2,A Scanner Darkly,2006,"animacja, thriller, sci-fi",movie,A Scanner Darkly,0,\N,100,"Animation,Crime,Drama",7.1,102468,0,0.9000000000000004,7
1221,Imperium Słońca,Empire of the Sun,1987,0,6,USA,"Dramat, Wojenny",2010-6-1,Empire of the Sun,1987,"drama, war",movie,Empire of the Sun,0,\N,153,"Drama,History,War",7.8,108381,0,-1.7999999999999998,8
1222,Filadelfia,Philadelphia,1993,1,9,USA,Dramat,2010-6-1,Philadelphia,1993,drama,movie,Philadelphia,0,\N,125,Drama,7.7,211129,0,1.2999999999999998,8
123312,Ratatuj,Ratatouille,2007,0,4,USA,"Animacja, Familijny, Komedia",2011-1-14,Ratatouille,2007,"animacja, familijny, comedy",movie,Ratatouille,0,\N,111,"Adventure,Animation,Comedy",8.0,598391,0,-4.0,8
123413,Batman: Maska Batmana,Batman: Mask of the Phantasm,1993,0,6,USA,"Animacja, Familijny, Fantasy, Akcja",2018-2-10,Batman: Mask of the Phantasm,1993,"animacja, familijny, fantasy, action",movie,Batman: Mask of the Phantasm,0,\N,76,"Action,Adventure,Animation",7.8,39812,0,-1.7999999999999998,8
1236,Co gryzie Gilberta Grape'a,What's Eating Gilbert Grape,1993,1,9,USA,Dramat,2010-6-1,What's Eating Gilbert Grape,1993,drama,movie,What's Eating Gilbert Grape,0,\N,118,Drama,7.8,202183,0,1.2000000000000002,8
124613,Kod da Vinci,The Da Vinci Code,2006,0,5,"Francja, USA, Wielka Brytania, Malta",Thriller,2010-6-1,The Da Vinci Code,2006,thriller,movie,The Da Vinci Code,0,\N,149,"Action,Mystery,Thriller",6.6,380339,0,-1.5999999999999996,7
125973,Shrek Trzeci,Shrek the Third,2007,0,5,USA,"Animacja, Familijny, Komedia",2010-6-1,Shrek the Third,2007,"animacja, familijny, comedy",movie,Shrek the Third,0,\N,93,"Adventure,Animation,Comedy",6.0,263703,0,-1.0,6
1270,Szklana pułapka,Die Hard,1988,0,8,USA,Sensacyjny,2010-6-1,Die Hard,1988,sensacyjny,movie,Die Hard,0,\N,132,"Action,Thriller",8.2,738963,0,-0.1999999999999993,8
127025,Wojna światów,War of the Worlds,2005,0,3,USA,"Dramat, Sci-Fi",2010-6-1,War of the Worlds,2005,"drama, sci-fi",movie,War of the Worlds,0,\N,116,"Adventure,Sci-Fi,Thriller",6.5,396186,0,-3.5,6
1272,Szklana pułapka 3,Die Hard: With a Vengeance,1995,0,5,USA,Sensacyjny,2010-6-2,Die Hard: With a Vengeance,1995,sensacyjny,movie,Die Hard with a Vengeance,0,\N,128,"Action,Adventure,Thriller",7.6,347481,0,-2.5999999999999996,8
127272,Wyspa,The Island,2005,0,6,USA,"Akcja, Sci-Fi",2010-6-1,The Island,2005,"action, sci-fi",movie,The Island,0,\N,136,"Action,Sci-Fi,Thriller",6.8,291555,0,-0.7999999999999998,7
1275,Mechaniczna pomarańcza,A Clockwork Orange,1971,1,9,"USA, Wielka Brytania","Dramat, Sci-Fi",2010-6-1,A Clockwork Orange,1971,"drama, sci-fi",movie,A Clockwork Orange,0,\N,136,"Crime,Drama,Sci-Fi",8.3,710621,0,0.6999999999999993,8
1301,Skrzypek na dachu,Fiddler on the Roof,1971,0,8,USA,"Dramat, Musical",2010-6-9,Fiddler on the Roof,1971,"drama, musical",movie,Fiddler on the Roof,0,\N,181,"Drama,Family,Musical",8.0,36238,0,0.0,8
1305,Nieśmiertelny,Highlander,1986,1,10,"USA, Wielka Brytania",Fantasy,2010-6-1,Highlander,1986,fantasy,movie,Highlander,0,\N,116,"Action,Adventure,Fantasy",7.1,115445,0,2.9000000000000004,7
1313,Kabaret,Cabaret,1972,0,6,USA,"Dramat, Musical",2013-11-10,Cabaret,1972,"drama, musical",movie,Cabaret,0,\N,124,"Drama,Musical",7.8,45108,0,-1.7999999999999998,8
1319,Imię róży,Der Name der Rose,1986,1,9,"Francja, Włochy, RFN",Kryminał,2010-6-1,Der Name der Rose,1986,crime,movie,The Name of the Rose,0,\N,130,"Crime,Drama,Mystery",7.7,96250,0,1.2999999999999998,8
1321,Psychoza,Psycho,1960,0,8,USA,Thriller,2017-4-14,Psycho,1960,thriller,movie,Psycho,0,\N,109,"Horror,Mystery,Thriller",8.5,558040,0,-0.5,8
137747,Bękarty wojny,Inglourious Basterds,2009,0,5,"Niemcy, USA",Wojenny,2010-6-1,Inglourious Basterds,2009,war,movie,Inglourious Basterds,0,\N,153,"Adventure,Drama,War",8.3,1168270,0,-3.3000000000000007,8
139428,Idiokracja,Idiocracy,2006,0,7,USA,"Komedia, Sci-Fi",2018-8-18,Idiocracy,2006,"comedy, sci-fi",movie,Idiocracy,0,\N,84,"Adventure,Comedy,Sci-Fi",6.6,135744,0,0.40000000000000036,7
1416,Straszny film,Scary Movie,2000,0,5,USA,Komedia,2011-7-13,Scary Movie,2000,comedy,movie,Scary Movie,0,\N,88,Comedy,6.2,220299,0,-1.2000000000000002,6
1422,Tytus Andronikus,Titus,1999,0,8,"USA, Wielka Brytania, Włochy",Dramat,2017-9-17,Titus,1999,drama,movie,Titus,0,\N,162,"Drama,History,Thriller",7.1,19100,0,0.9000000000000004,7
143537,Seks to nie wszystko,Lie with Me,2005,0,3,Kanada,"Erotyczny, Melodramat",2018-11-10,Lie with Me,2005,"erotyczny, melodramat",movie,Lie with Me,0,\N,93,"Drama,Romance",5.3,13767,0,-2.3,5
144,Piąty element,The Fifth Element,1997,0,7,Francja,"Akcja, Sci-Fi",2010-6-1,The Fifth Element,1997,"action, sci-fi",movie,The Fifth Element,0,\N,126,"Action,Adventure,Sci-Fi",7.7,412499,0,-0.7000000000000002,8
1454,Siódma pieczęć,Det sjunde inseglet,1957,0,10,Szwecja,Dramat,2015-9-7,Det sjunde inseglet,1957,drama,movie,The Seventh Seal,0,\N,96,"Drama,Fantasy",8.2,148673,0,1.8000000000000007,8
1456,Zmierzch bogów,La caduta degli dei (Götterdämmerung),1969,1,8,"Włochy, RFN","Dramat, Wojenny",2011-7-5,La caduta degli dei (Götterdämmerung),1969,"drama, war",movie,The Damned,0,\N,156,"Drama,War",7.6,6897,0,0.40000000000000036,8
1458,2001: Odyseja kosmiczna,2001: A Space Odyssey,1968,0,10,"USA, Wielka Brytania",Sci-Fi,2010-6-1,2001: A Space Odyssey,1968,sci-fi,movie,2001: A Space Odyssey,0,\N,149,"Adventure,Sci-Fi",8.3,560985,0,1.6999999999999993,8
1463,"Elvira, władczyni ciemności",Elvira: Mistress of the Dark,1988,0,6,USA,"Horror, Komedia",2015-3-29,Elvira: Mistress of the Dark,1988,"horror, comedy",movie,Elvira: Mistress of the Dark,0,\N,96,"Comedy,Horror",6.6,12138,0,-0.5999999999999996,7
1465,Gwiezdne wojny: Część II - Atak klonów,Star Wars: Episode II - Attack of the Clones,2002,0,6,USA,"Przygodowy, Sci-Fi",2017-12-19,Star Wars: Episode II - Attack of the Clones,2002,"przygodowy, sci-fi",movie,Star Wars: Episode II - Attack of the Clones,0,\N,142,"Action,Adventure,Fantasy",6.6,595095,0,-0.5999999999999996,7
1480,Niezniszczalny,Unbreakable,2000,0,8,USA,Thriller,2014-1-9,Unbreakable,2000,thriller,movie,Unbreakable,0,\N,106,"Drama,Mystery,Sci-Fi",7.3,366420,0,0.7000000000000002,7
15,Blade - Wieczny łowca,Blade,1998,0,4,USA,"Horror, Akcja",2010-6-1,Blade,1998,"horror, action",movie,Blade,0,\N,120,"Action,Horror,Sci-Fi",7.1,232554,0,-3.0999999999999996,7
1501,Kruk,The Crow,1994,0,8,USA,"Fantasy, Thriller",2016-1-25,The Crow,1994,"fantasy, thriller",movie,The Crow,0,\N,102,"Action,Drama,Fantasy",7.6,158704,0,0.40000000000000036,8
156466,Fantastyczny Pan Lis,Fantastic Mr. Fox,2009,0,9,USA,"Animacja, Familijny, Komedia, Przygodowy",2016-9-23,Fantastic Mr. Fox,2009,"animacja, familijny, comedy, przygodowy",movie,Fantastic Mr. Fox,0,\N,87,"Adventure,Animation,Comedy",7.8,182210,0,1.2000000000000002,8
166528,Przebudzenie,Awake,2007,0,6,USA,Thriller,2014-8-28,Awake,2007,thriller,movie,Awake,0,\N,84,"Crime,Drama,Mystery",6.5,70466,0,-0.5,6
179,Szeregowiec Ryan,Saving Private Ryan,1998,0,3,USA,"Dramat, Wojenny",2010-6-1,Saving Private Ryan,1998,"drama, war",movie,Saving Private Ryan,0,\N,169,"Drama,War",8.6,1149530,0,-5.6,9
180040,V jak Vendetta,V for Vendetta,2005,0,4,"Niemcy, USA, Wielka Brytania","Thriller, Sci-Fi",2010-6-1,V for Vendetta,2005,"thriller, sci-fi",movie,V for Vendetta,0,\N,132,"Action,Drama,Sci-Fi",8.2,974419,0,-4.199999999999999,8
180490,Punisher: Strefa wojny,Punisher: War Zone,2008,0,6,"Kanada, Niemcy, USA",Sensacyjny,2016-3-5,Punisher: War Zone,2008,sensacyjny,movie,Punisher: War Zone,0,\N,103,"Action,Crime,Drama",5.9,58337,0,0.09999999999999964,6
181219,Teksańska masakra piłą mechaniczną: Początek,The Texas Chainsaw Massacre: The Beginning,2006,0,1,USA,Horror,2013-9-19,The Texas Chainsaw Massacre: The Beginning,2006,horror,movie,The Texas Chainsaw Massacre: The Beginning,0,\N,91,"Horror,Thriller",5.8,65398,0,-4.8,6
184151,Koralina i tajemnicze drzwi,Coraline,2009,0,8,USA,"Animacja, Familijny, Fantasy",2014-7-4,Coraline,2009,"animacja, familijny, fantasy",movie,Coraline,0,\N,100,"Animation,Drama,Fantasy",7.7,183102,0,0.2999999999999998,8
184532,Pułapka,Hard Candy,2005,0,7,USA,"Thriller, Psychologiczny",2014-9-29,Hard Candy,2005,"thriller, psychologiczny",movie,Hard Candy,0,\N,104,"Drama,Thriller",7.1,148939,0,-0.09999999999999964,7
186343,Terminator: Ocalenie,Terminator Salvation,2009,0,7,"Niemcy, USA, Wielka Brytania, Włochy","Akcja, Sci-Fi",2015-7-2,Terminator Salvation,2009,"action, sci-fi",movie,Terminator Salvation,0,\N,115,"Action,Sci-Fi",6.5,329771,0,0.5,6
189,Truman Show,The Truman Show,1998,1,9,USA,"Dramat, Komedia, Sci-Fi",2010-6-1,The Truman Show,1998,"drama, comedy, sci-fi",movie,The Truman Show,0,\N,103,"Comedy,Drama,Sci-Fi",8.1,865373,0,0.9000000000000004,8
191945,Sweeney Todd: Demoniczny golibroda z Fleet Street,Sweeney Todd: The Demon Barber of Fleet Street,2007,1,8,"USA, Wielka Brytania","Musical, Thriller",2010-6-1,Sweeney Todd: The Demon Barber of Fleet Street,2007,"musical, thriller",movie,Sweeney Todd: The Demon Barber of Fleet Street,0,\N,116,"Drama,Horror,Musical",7.3,328736,0,0.7000000000000002,7
196079,Biegając z nożyczkami,Running with Scissors,2006,0,8,USA,"Biograficzny, Dramat, Komedia",2014-9-5,Running with Scissors,2006,"biographic, drama, comedy",movie,Running with Scissors,0,\N,116,"Comedy,Drama",6.2,21468,0,1.7999999999999998,6
197,Wielkie nadzieje,Great Expectations,1998,0,5,USA,Melodramat,2015-5-4,Great Expectations,1998,melodramat,movie,Great Expectations,0,\N,111,"Drama,Romance",6.9,49186,0,-1.9000000000000004,7
2,Adwokat diabła,The Devil's Advocate,1997,1,8,"Niemcy, USA",Thriller,2010-6-1,The Devil's Advocate,1997,thriller,movie,The Devil's Advocate,0,\N,144,"Drama,Mystery,Thriller",7.5,309666,0,0.5,8
200092,Krwawy diament,Blood Diamond,2006,0,6,"Niemcy, USA",Dramat,2012-1-11,Blood Diamond,2006,drama,movie,Blood Diamond,0,\N,143,"Adventure,Drama,Thriller",8.0,472472,0,-2.0,8
200209,Nostalgia anioła,The Lovely Bones,2009,0,4,"Nowa Zelandia, USA, Wielka Brytania","Dramat, Fantasy",2015-5-4,The Lovely Bones,2009,"drama, fantasy",movie,The Lovely Bones,0,\N,135,"Drama,Fantasy,Thriller",6.7,148646,0,-2.7,7
202908,Labirynt fauna,El laberinto del fauno,2006,1,8,"Hiszpania, Meksyk, USA","Dramat, Fantasy",2013-2-24,El laberinto del fauno,2006,"drama, fantasy",movie,Pan's Labyrinth,0,\N,118,"Drama,Fantasy,War",8.2,585890,0,-0.1999999999999993,8
203657,Iluzjonista,The Illusionist,2006,1,8,"Czechy, USA","Fantasy, Kostiumowy",2010-6-1,The Illusionist,2006,"fantasy, costume",movie,The Illusionist,0,\N,110,"Drama,Fantasy,History",7.6,341917,0,0.40000000000000036,8
208,Życie jest piękne,La vita è bella,1997,1,10,Włochy,"Dramat, Komedia, Wojenny",2010-6-9,La vita è bella,1997,"drama, comedy, war",movie,Life Is Beautiful,0,\N,116,"Comedy,Drama,Romance",8.6,573909,0,1.4000000000000004,9
209288,W stronę słońca,Sunshine,2007,0,8,"USA, Wielka Brytania",Sci-Fi,2018-1-20,Sunshine,2007,sci-fi,movie,Sunshine,0,\N,107,"Sci-Fi,Thriller",7.2,223984,0,0.7999999999999998,7
214272,Sin City: Damulka warta grzechu,Sin City: A Dame to Kill For,2014,0,8,USA,"Kryminał, Thriller",2014-10-1,Sin City: A Dame to Kill For,2014,"crime, thriller",movie,Sin City: A Dame to Kill For,0,\N,102,"Action,Crime,Thriller",6.5,144691,0,1.5,6
216784,Kobieta w błękitnej wodzie,Lady in the Water,2006,0,3,USA,"Dramat, Fantasy",2015-5-4,Lady in the Water,2006,"drama, fantasy",movie,Lady in the Water,0,\N,110,"Drama,Fantasy,Mystery",5.5,92155,0,-2.5,6
217801,Jestem legendą,I Am Legend,2007,0,4,"Australia, USA","Horror, Sci-Fi",2010-6-1,I Am Legend,2007,"horror, sci-fi",movie,I Am Legend,0,\N,101,"Adventure,Drama,Sci-Fi",7.2,648650,0,-3.2,7
219643,Zaginiony ląd,Land of the Lost,2009,0,6,USA,"Komedia, Przygodowy, Sci-Fi",2014-1-24,Land of the Lost,2009,"comedy, przygodowy, sci-fi",movie,Land of the Lost,0,\N,102,"Action,Adventure,Comedy",5.3,61712,0,0.7000000000000002,5
219806,John Rambo,Rambo,2008,0,7,"Niemcy, USA",Akcja,2010-6-1,Rambo,2008,action,movie,Rambo,0,\N,92,"Action,Thriller",7.0,209154,0,0.0,7
219933,Grindhouse: Death Proof,Death Proof,2007,0,5,USA,"Thriller, Akcja",2010-6-1,Death Proof,2007,"thriller, action",movie,Death Proof,0,\N,113,Thriller,7.0,253770,0,-2.0,7
225408,Czerwony Kapturek - Prawdziwa historia,Hoodwinked!,2005,0,6,USA,"Animacja, Familijny, Komedia",2010-6-19,Hoodwinked!,2005,"animacja, familijny, comedy",movie,Hoodwinked!,0,\N,80,"Animation,Comedy,Crime",6.4,53809,0,-0.40000000000000036,6
227672,Hot Fuzz - Ostre psy,Hot Fuzz,2007,0,8,"Francja, Wielka Brytania",Komedia kryminalna,2010-6-2,Hot Fuzz,2007,komedia kryminalna,movie,Hot Fuzz,0,\N,121,"Action,Comedy,Mystery",7.8,437163,0,0.20000000000000018,8
231549,Simpsonowie: Wersja kinowa,The Simpsons Movie,2007,1,8,USA,"Animacja, Komedia, Przygodowy",2010-6-1,The Simpsons Movie,2007,"animacja, comedy, przygodowy",movie,The Simpsons Movie,0,\N,87,"Adventure,Animation,Comedy",7.3,297619,0,0.7000000000000002,7
231755,Zarżnięci żywcem,The Cottage,2008,0,6,Wielka Brytania,"Horror, Komedia",2016-1-10,The Cottage,2008,"horror, comedy",movie,The Cottage,0,\N,92,"Comedy,Crime,Horror",6.1,11485,0,-0.09999999999999964,6
236351,Mroczny Rycerz,The Dark Knight,2008,0,9,"USA, Wielka Brytania","Akcja, Sci-Fi",2010-7-29,The Dark Knight,2008,"action, sci-fi",movie,The Dark Knight,0,\N,152,"Action,Crime,Drama",9.0,2154048,0,0.0,9
238307,Wij,Viy,2014,0,7,"Czechy, Niemcy, Rosja, Ukraina, Wielka Brytania","Fantasy, Przygodowy",2018-7-2,Viy,2014,"fantasy, przygodowy",movie,Viy,0,\N,127,"Adventure,Fantasy,Mystery",5.2,4550,0,1.7999999999999998,5
238725,Mgła,The Mist,2007,0,8,USA,Horror,2014-10-15,The Mist,2007,horror,movie,The Mist,0,\N,126,"Horror,Sci-Fi",7.1,266994,0,0.9000000000000004,7
239166,Aż poleje się krew,There Will Be Blood,2007,0,7,USA,Dramat obyczajowy,2010-6-9,There Will Be Blood,2007,dramat obyczajowy,movie,There Will Be Blood,0,\N,158,Drama,8.2,477739,0,-1.1999999999999993,8
240046,W pogoni za szczęściem,The Pursuit of Happyness,2006,0,9,USA,"Biograficzny, Dramat obyczajowy",2014-11-9,The Pursuit of Happyness,2006,"biographic, dramat obyczajowy",movie,The Pursuit of Happyness,0,\N,117,"Biography,Drama",8.0,416897,0,1.0,8
250272,Diabeł ubiera się u Prady,The Devil Wears Prada,2006,0,6,USA,"Dramat, Komedia",2013-6-20,The Devil Wears Prada,2006,"drama, comedy",movie,The Devil Wears Prada,0,\N,109,"Comedy,Drama",6.9,348355,0,-0.9000000000000004,7
258739,Krudowie,The Croods,2013,0,5,USA,"Animacja, Familijny, Komedia, Przygodowy",2018-6-3,The Croods,2013,"animacja, familijny, comedy, przygodowy",movie,The Croods,0,\N,98,"Action,Adventure,Animation",7.2,181033,0,-2.2,7
259289,To nie jest kraj dla starych ludzi,No Country for Old Men,2007,0,6,USA,"Dramat, Thriller",2010-6-1,No Country for Old Men,2007,"drama, thriller",movie,No Country for Old Men,0,\N,122,"Crime,Drama,Thriller",8.1,790101,0,-2.0999999999999996,8
259945,Prestiż,The Prestige,2006,1,9,"USA, Wielka Brytania","Dramat, Thriller",2013-8-14,The Prestige,2006,"drama, thriller",movie,The Prestige,0,\N,130,"Drama,Mystery,Sci-Fi",8.5,1100338,0,0.5,8
260173,Numer 23,The Number 23,2007,0,8,USA,Thriller,2010-6-2,The Number 23,2007,thriller,movie,The Number 23,0,\N,98,"Crime,Mystery,Thriller",6.4,186998,0,1.5999999999999996,6
260505,Książę Persji: Piaski czasu,Prince of Persia: The Sands of Time,2010,0,6,USA,"Fantasy, Przygodowy",2010-6-3,Prince of Persia: The Sands of Time,2010,"fantasy, przygodowy",movie,Prince of Persia: The Sands of Time,0,\N,116,"Action,Fantasy",6.6,260379,0,-0.5999999999999996,7
271498,Piła III,Saw III,2006,0,1,"Kanada, USA",Horror,,Saw III,2006,horror,movie,Saw III,0,\N,108,"Horror,Mystery,Thriller",6.2,169855,0,-5.2,6
275067,Podróż do wnętrza Ziemi,Journey to the Center of the Earth,2008,0,1,USA,"Przygodowy, Sci-Fi",2019-11-11,Journey to the Center of the Earth,2008,"przygodowy, sci-fi",movie,Journey to the Center of the Earth,0,\N,93,"Action,Adventure,Family",5.8,107146,0,-4.8,6
