tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,averageRating,numVotes,ID,Tytuł polski,Tytuł oryginalny,Rok produkcji,Ulubione,Ocena,Kraj produkcji,Gatunek,Data,Rok,OcenaImdb,KrajKod,genre_eng,similarity,diff,averageRating_int
tt0091203,movie,Highlander,Highlander,0,1986,\N,116,"Action,Adventure,Fantasy",7.1,115477,1305,Nieśmiertelny,Highlander,1986,1,10,"USA, Wielka Brytania",Fantasy,2010-6-1,2010,5.0,"['USA', 'GBR']",fantasy,0,2.9000000000000004,7
tt0068327,movie,Cabaret,Cabaret,0,1972,\N,124,"Drama,Musical",7.8,45116,1313,Kabaret,Cabaret,1972,0,6,USA,"Dramat, Musical",2013-11-10,2013,3.0,['USA'],"drama, musical",0,-1.7999999999999998,8
tt0091605,movie,The Name of the Rose,Der Name der Rose,0,1986,\N,130,"Crime,Drama,Mystery",7.7,96273,1319,Imię róży,Der Name der Rose,1986,1,9,"Francja, Włochy, RFN",Kryminał,2010-6-1,2010,4.5,"['FRA', 'ITA', 'UNK']",crime,0,1.2999999999999998,8
tt0054215,movie,Psycho,Psycho,0,1960,\N,109,"Horror,Mystery,Thriller",8.5,558243,1321,Psychoza,Psycho,1960,0,8,USA,Thriller,2017-4-14,2017,4.0,['USA'],thriller,0,-0.5,8
tt0361748,movie,Inglourious Basterds,Inglourious Basterds,0,2009,\N,153,"Adventure,Drama,War",8.3,1168810,137747,Bękarty wojny,Inglourious Basterds,2009,0,5,"Niemcy, USA",Wojenny,2010-6-1,2010,2.5,"['DEU', 'USA']",war,0,-3.3000000000000007,8
tt0387808,movie,Idiocracy,Idiocracy,0,2006,\N,84,"Adventure,Comedy,Sci-Fi",6.6,135790,139428,Idiokracja,Idiocracy,2006,0,7,USA,"Komedia, Sci-Fi",2018-8-18,2018,3.5,['USA'],"comedy, sci-fi",0,0.40000000000000036,7
tt0175142,movie,Scary Movie,Scary Movie,0,2000,\N,88,Comedy,6.2,220356,1416,Straszny film,Scary Movie,2000,0,5,USA,Komedia,2011-7-13,2011,2.5,['USA'],comedy,0,-1.2000000000000002,6
tt0120866,movie,Titus,Titus,0,1999,\N,162,"Drama,History,Thriller",7.1,19101,1422,Tytus Andronikus,Titus,1999,0,8,"USA, Wielka Brytania, Włochy",Dramat,2017-9-17,2017,4.0,"['USA', 'GBR', 'ITA']",drama,0,0.9000000000000004,7
tt0418832,movie,Lie with Me,Lie with Me,0,2005,\N,93,"Drama,Romance",5.3,13773,143537,Seks to nie wszystko,Lie with Me,2005,0,3,Kanada,"Erotyczny, Melodramat",2018-11-10,2018,1.5,['CAN'],"erotyczny, melodramat",0,-2.3,5
tt0119116,movie,The Fifth Element,The Fifth Element,0,1997,\N,126,"Action,Adventure,Sci-Fi",7.7,412618,144,Piąty element,The Fifth Element,1997,0,7,Francja,"Akcja, Sci-Fi",2010-6-1,2010,3.5,['FRA'],"action, sci-fi",0,-0.7000000000000002,8
tt0050976,movie,The Seventh Seal,Det sjunde inseglet,0,1957,\N,96,"Drama,Fantasy",8.2,148717,1454,Siódma pieczęć,Det sjunde inseglet,1957,0,10,Szwecja,Dramat,2015-9-7,2015,5.0,['SWE'],drama,0,1.8000000000000007,8
tt0064118,movie,The Damned,La caduta degli dei (Götterdämmerung),0,1969,\N,156,"Drama,War",7.6,6901,1456,Zmierzch bogów,La caduta degli dei (Götterdämmerung),1969,1,8,"Włochy, RFN","Dramat, Wojenny",2011-7-5,2011,4.0,"['ITA', 'UNK']","drama, war",0,0.40000000000000036,8
tt0062622,movie,2001: A Space Odyssey,2001: A Space Odyssey,0,1968,\N,149,"Adventure,Sci-Fi",8.3,561230,1458,2001: Odyseja kosmiczna,2001: A Space Odyssey,1968,0,10,"USA, Wielka Brytania",Sci-Fi,2010-6-1,2010,5.0,"['USA', 'GBR']",sci-fi,0,1.6999999999999993,8
tt0095088,movie,Elvira: Mistress of the Dark,Elvira: Mistress of the Dark,0,1988,\N,96,"Comedy,Horror",6.6,12140,1463,"Elvira, władczyni ciemności",Elvira: Mistress of the Dark,1988,0,6,USA,"Horror, Komedia",2015-3-29,2015,3.0,['USA'],"horror, comedy",0,-0.5999999999999996,7
tt0121765,movie,Star Wars: Episode II - Attack of the Clones,Star Wars: Episode II - Attack of the Clones,0,2002,\N,142,"Action,Adventure,Fantasy",6.6,596404,1465,Gwiezdne wojny: Część II - Atak klonów,Star Wars: Episode II - Attack of the Clones,2002,0,6,USA,"Przygodowy, Sci-Fi",2017-12-19,2017,3.0,['USA'],"przygodowy, sci-fi",0,-0.5999999999999996,7
tt0217869,movie,Unbreakable,Unbreakable,0,2000,\N,106,"Drama,Mystery,Sci-Fi",7.3,366585,1480,Niezniszczalny,Unbreakable,2000,0,8,USA,Thriller,2014-1-9,2014,4.0,['USA'],thriller,0,0.7000000000000002,7
tt0120611,movie,Blade,Blade,0,1998,\N,120,"Action,Horror,Sci-Fi",7.1,232613,15,Blade - Wieczny łowca,Blade,1998,0,4,USA,"Horror, Akcja",2010-6-1,2010,2.0,['USA'],"horror, action",0,-3.0999999999999996,7
tt0109506,movie,The Crow,The Crow,0,1994,\N,102,"Action,Drama,Fantasy",7.6,158751,1501,Kruk,The Crow,1994,0,8,USA,"Fantasy, Thriller",2016-1-25,2016,4.0,['USA'],"fantasy, thriller",0,0.40000000000000036,8
tt0432283,movie,Fantastic Mr. Fox,Fantastic Mr. Fox,0,2009,\N,87,"Adventure,Animation,Comedy",7.8,182265,156466,Fantastyczny Pan Lis,Fantastic Mr. Fox,2009,0,9,USA,"Animacja, Familijny, Komedia, Przygodowy",2016-9-23,2016,4.5,['USA'],"animacja, familijny, comedy, przygodowy",0,1.2000000000000002,8
tt0211933,movie,Awake,Awake,0,2007,\N,84,"Crime,Drama,Mystery",6.5,70473,166528,Przebudzenie,Awake,2007,0,6,USA,Thriller,2014-8-28,2014,3.0,['USA'],thriller,0,-0.5,6
tt0120815,movie,Saving Private Ryan,Saving Private Ryan,0,1998,\N,169,"Drama,War",8.6,1150058,179,Szeregowiec Ryan,Saving Private Ryan,1998,0,3,USA,"Dramat, Wojenny",2010-6-1,2010,1.5,['USA'],"drama, war",0,-5.6,9
tt0434409,movie,V for Vendetta,V for Vendetta,0,2005,\N,132,"Action,Drama,Sci-Fi",8.2,974698,180040,V jak Vendetta,V for Vendetta,2005,0,4,"Niemcy, USA, Wielka Brytania","Thriller, Sci-Fi",2010-6-1,2010,2.0,"['DEU', 'USA', 'GBR']","thriller, sci-fi",0,-4.199999999999999,8
tt0450314,movie,Punisher: War Zone,Punisher: War Zone,0,2008,\N,103,"Action,Crime,Drama",5.9,58346,180490,Punisher: Strefa wojny,Punisher: War Zone,2008,0,6,"Kanada, Niemcy, USA",Sensacyjny,2016-3-5,2016,3.0,"['CAN', 'DEU', 'USA']",sensacyjny,0,0.09999999999999964,6
tt0420294,movie,The Texas Chainsaw Massacre: The Beginning,The Texas Chainsaw Massacre: The Beginning,0,2006,\N,91,"Horror,Thriller",5.8,65403,181219,Teksańska masakra piłą mechaniczną: Początek,The Texas Chainsaw Massacre: The Beginning,2006,0,1,USA,Horror,2013-9-19,2013,0.5,['USA'],horror,0,-4.8,6
tt0327597,movie,Coraline,Coraline,0,2009,\N,100,"Animation,Drama,Fantasy",7.7,183140,184151,Koralina i tajemnicze drzwi,Coraline,2009,0,8,USA,"Animacja, Familijny, Fantasy",2014-7-4,2014,4.0,['USA'],"animacja, familijny, fantasy",0,0.2999999999999998,8
tt0424136,movie,Hard Candy,Hard Candy,0,2005,\N,104,"Drama,Thriller",7.1,148966,184532,Pułapka,Hard Candy,2005,0,7,USA,"Thriller, Psychologiczny",2014-9-29,2014,3.5,['USA'],"thriller, psychologiczny",0,-0.09999999999999964,7
tt0438488,movie,Terminator Salvation,Terminator Salvation,0,2009,\N,115,"Action,Sci-Fi",6.5,329839,186343,Terminator: Ocalenie,Terminator Salvation,2009,0,7,"Niemcy, USA, Wielka Brytania, Włochy","Akcja, Sci-Fi",2015-7-2,2015,3.5,"['DEU', 'USA', 'GBR', 'ITA']","action, sci-fi",0,0.5,6
tt0120382,movie,The Truman Show,The Truman Show,0,1998,\N,103,"Comedy,Drama,Sci-Fi",8.1,865718,189,Truman Show,The Truman Show,1998,1,9,USA,"Dramat, Komedia, Sci-Fi",2010-6-1,2010,4.5,['USA'],"drama, comedy, sci-fi",0,0.9000000000000004,8
tt0408236,movie,Sweeney Todd: The Demon Barber of Fleet Street,Sweeney Todd: The Demon Barber of Fleet Street,0,2007,\N,116,"Drama,Horror,Musical",7.3,328819,191945,Sweeney Todd: Demoniczny golibroda z Fleet Street,Sweeney Todd: The Demon Barber of Fleet Street,2007,1,8,"USA, Wielka Brytania","Musical, Thriller",2010-6-1,2010,4.0,"['USA', 'GBR']","musical, thriller",0,0.7000000000000002,7
tt0439289,movie,Running with Scissors,Running with Scissors,0,2006,\N,116,"Comedy,Drama",6.2,21469,196079,Biegając z nożyczkami,Running with Scissors,2006,0,8,USA,"Biograficzny, Dramat, Komedia",2014-9-5,2014,4.0,['USA'],"biographic, drama, comedy",0,1.7999999999999998,6
tt0119223,movie,Great Expectations,Great Expectations,0,1998,\N,111,"Drama,Romance",6.9,49191,197,Wielkie nadzieje,Great Expectations,1998,0,5,USA,Melodramat,2015-5-4,2015,2.5,['USA'],melodramat,0,-1.9000000000000004,7
tt0118971,movie,The Devil's Advocate,The Devil's Advocate,0,1997,\N,144,"Drama,Mystery,Thriller",7.5,309766,2,Adwokat diabła,The Devil's Advocate,1997,1,8,"Niemcy, USA",Thriller,2010-6-1,2010,4.0,"['DEU', 'USA']",thriller,0,0.5,8
tt0450259,movie,Blood Diamond,Blood Diamond,0,2006,\N,143,"Adventure,Drama,Thriller",8.0,472596,200092,Krwawy diament,Blood Diamond,2006,0,6,"Niemcy, USA",Dramat,2012-1-11,2012,3.0,"['DEU', 'USA']",drama,0,-2.0,8
tt0380510,movie,The Lovely Bones,The Lovely Bones,0,2009,\N,135,"Drama,Fantasy,Thriller",6.7,148691,200209,Nostalgia anioła,The Lovely Bones,2009,0,4,"Nowa Zelandia, USA, Wielka Brytania","Dramat, Fantasy",2015-5-4,2015,2.0,"['NZL', 'USA', 'GBR']","drama, fantasy",0,-2.7,7
tt0457430,movie,Pan's Labyrinth,El laberinto del fauno,0,2006,\N,118,"Drama,Fantasy,War",8.2,586040,202908,Labirynt fauna,El laberinto del fauno,2006,1,8,"Hiszpania, Meksyk, USA","Dramat, Fantasy",2013-2-24,2013,4.0,"['ESP', 'MEX', 'USA']","drama, fantasy",0,-0.1999999999999993,8
tt0443543,movie,The Illusionist,The Illusionist,0,2006,\N,110,"Drama,Fantasy,History",7.6,341984,203657,Iluzjonista,The Illusionist,2006,1,8,"Czechy, USA","Fantasy, Kostiumowy",2010-6-1,2010,4.0,"['CZE', 'USA']","fantasy, costume",0,0.40000000000000036,8
tt0118799,movie,Life Is Beautiful,La vita è bella,0,1997,\N,116,"Comedy,Drama,Romance",8.6,574171,208,Życie jest piękne,La vita è bella,1997,1,10,Włochy,"Dramat, Komedia, Wojenny",2010-6-9,2010,5.0,['ITA'],"drama, comedy, war",0,1.4000000000000004,9
tt0448134,movie,Sunshine,Sunshine,0,2007,\N,107,"Sci-Fi,Thriller",7.2,224042,209288,W stronę słońca,Sunshine,2007,0,8,"USA, Wielka Brytania",Sci-Fi,2018-1-20,2018,4.0,"['USA', 'GBR']",sci-fi,0,0.7999999999999998,7
tt0458481,movie,Sin City: A Dame to Kill For,Sin City: A Dame to Kill For,0,2014,\N,102,"Action,Crime,Thriller",6.5,144741,214272,Sin City: Damulka warta grzechu,Sin City: A Dame to Kill For,2014,0,8,USA,"Kryminał, Thriller",2014-10-1,2014,4.0,['USA'],"crime, thriller",0,1.5,6
tt0452637,movie,Lady in the Water,Lady in the Water,0,2006,\N,110,"Drama,Fantasy,Mystery",5.5,92172,216784,Kobieta w błękitnej wodzie,Lady in the Water,2006,0,3,USA,"Dramat, Fantasy",2015-5-4,2015,1.5,['USA'],"drama, fantasy",0,-2.5,6
tt0480249,movie,I Am Legend,I Am Legend,0,2007,\N,101,"Adventure,Drama,Sci-Fi",7.2,648856,217801,Jestem legendą,I Am Legend,2007,0,4,"Australia, USA","Horror, Sci-Fi",2010-6-1,2010,2.0,"['AUS', 'USA']","horror, sci-fi",0,-3.2,7
tt0457400,movie,Land of the Lost,Land of the Lost,0,2009,\N,102,"Action,Adventure,Comedy",5.3,61759,219643,Zaginiony ląd,Land of the Lost,2009,0,6,USA,"Komedia, Przygodowy, Sci-Fi",2014-1-24,2014,3.0,['USA'],"comedy, przygodowy, sci-fi",0,0.7000000000000002,5
tt0462499,movie,Rambo,Rambo,0,2008,\N,92,"Action,Thriller",7.0,209239,219806,John Rambo,Rambo,2008,0,7,"Niemcy, USA",Akcja,2010-6-1,2010,3.5,"['DEU', 'USA']",action,0,0.0,7
tt1028528,movie,Death Proof,Death Proof,0,2007,\N,113,Thriller,7.0,253866,219933,Grindhouse: Death Proof,Death Proof,2007,0,5,USA,"Thriller, Akcja",2010-6-1,2010,2.5,['USA'],"thriller, action",0,-2.0,7
tt0443536,movie,Hoodwinked!,Hoodwinked!,0,2005,\N,80,"Animation,Comedy,Crime",6.4,53824,225408,Czerwony Kapturek - Prawdziwa historia,Hoodwinked!,2005,0,6,USA,"Animacja, Familijny, Komedia",2010-6-19,2010,3.0,['USA'],"animacja, familijny, comedy",0,-0.40000000000000036,6
tt0425112,movie,Hot Fuzz,Hot Fuzz,0,2007,\N,121,"Action,Comedy,Mystery",7.8,437292,227672,Hot Fuzz - Ostre psy,Hot Fuzz,2007,0,8,"Francja, Wielka Brytania",Komedia kryminalna,2010-6-2,2010,4.0,"['FRA', 'GBR']",komedia kryminalna,0,0.20000000000000018,8
tt0462538,movie,The Simpsons Movie,The Simpsons Movie,0,2007,\N,87,"Adventure,Animation,Comedy",7.3,297681,231549,Simpsonowie: Wersja kinowa,The Simpsons Movie,2007,1,8,USA,"Animacja, Komedia, Przygodowy",2010-6-1,2010,4.0,['USA'],"animacja, comedy, przygodowy",0,0.7000000000000002,7
tt0465430,movie,The Cottage,The Cottage,0,2008,\N,92,"Comedy,Crime,Horror",6.1,11488,231755,Zarżnięci żywcem,The Cottage,2008,0,6,Wielka Brytania,"Horror, Komedia",2016-1-10,2016,3.0,['GBR'],"horror, comedy",0,-0.09999999999999964,6
tt0468569,movie,The Dark Knight,The Dark Knight,0,2008,\N,152,"Action,Crime,Drama",9.0,2154844,236351,Mroczny Rycerz,The Dark Knight,2008,0,9,"USA, Wielka Brytania","Akcja, Sci-Fi",2010-7-29,2010,4.5,"['USA', 'GBR']","action, sci-fi",0,0.0,9
tt1224378,movie,Viy,Viy,0,2014,\N,127,"Adventure,Fantasy,Mystery",5.2,4552,238307,Wij,Viy,2014,0,7,"Czechy, Niemcy, Rosja, Ukraina, Wielka Brytania","Fantasy, Przygodowy",2018-7-2,2018,3.5,"['CZE', 'DEU', 'RUS', 'UKR', 'GBR']","fantasy, przygodowy",0,1.7999999999999998,5
tt0884328,movie,The Mist,The Mist,0,2007,\N,126,"Horror,Sci-Fi",7.1,267063,238725,Mgła,The Mist,2007,0,8,USA,Horror,2014-10-15,2014,4.0,['USA'],horror,0,0.9000000000000004,7
tt0469494,movie,There Will Be Blood,There Will Be Blood,0,2007,\N,158,Drama,8.2,477927,239166,Aż poleje się krew,There Will Be Blood,2007,0,7,USA,Dramat obyczajowy,2010-6-9,2010,3.5,['USA'],dramat obyczajowy,0,-1.1999999999999993,8
tt0454921,movie,The Pursuit of Happyness,The Pursuit of Happyness,0,2006,\N,117,"Biography,Drama",8.0,417047,240046,W pogoni za szczęściem,The Pursuit of Happyness,2006,0,9,USA,"Biograficzny, Dramat obyczajowy",2014-11-9,2014,4.5,['USA'],"biographic, dramat obyczajowy",0,1.0,8
tt0458352,movie,The Devil Wears Prada,The Devil Wears Prada,0,2006,\N,109,"Comedy,Drama",6.9,348467,250272,Diabeł ubiera się u Prady,The Devil Wears Prada,2006,0,6,USA,"Dramat, Komedia",2013-6-20,2013,3.0,['USA'],"drama, comedy",0,-0.9000000000000004,7
tt0481499,movie,The Croods,The Croods,0,2013,\N,98,"Action,Adventure,Animation",7.2,181126,258739,Krudowie,The Croods,2013,0,5,USA,"Animacja, Familijny, Komedia, Przygodowy",2018-6-3,2018,2.5,['USA'],"animacja, familijny, comedy, przygodowy",0,-2.2,7
tt0477348,movie,No Country for Old Men,No Country for Old Men,0,2007,\N,122,"Crime,Drama,Thriller",8.1,790415,259289,To nie jest kraj dla starych ludzi,No Country for Old Men,2007,0,6,USA,"Dramat, Thriller",2010-6-1,2010,3.0,['USA'],"drama, thriller",0,-2.0999999999999996,8
tt0482571,movie,The Prestige,The Prestige,0,2006,\N,130,"Drama,Mystery,Sci-Fi",8.5,1100785,259945,Prestiż,The Prestige,2006,1,9,"USA, Wielka Brytania","Dramat, Thriller",2013-8-14,2013,4.5,"['USA', 'GBR']","drama, thriller",0,0.5,8
tt0481369,movie,The Number 23,The Number 23,0,2007,\N,98,"Crime,Mystery,Thriller",6.4,187029,260173,Numer 23,The Number 23,2007,0,8,USA,Thriller,2010-6-2,2010,4.0,['USA'],thriller,0,1.5999999999999996,6
tt0473075,movie,Prince of Persia: The Sands of Time,Prince of Persia: The Sands of Time,0,2010,\N,116,"Action,Fantasy",6.6,260438,260505,Książę Persji: Piaski czasu,Prince of Persia: The Sands of Time,2010,0,6,USA,"Fantasy, Przygodowy",2010-6-3,2010,3.0,['USA'],"fantasy, przygodowy",0,-0.5999999999999996,7
tt0489270,movie,Saw III,Saw III,0,2006,\N,108,"Horror,Mystery,Thriller",6.2,169889,271498,Piła III,Saw III,2006,0,1,"Kanada, USA",Horror,2006-01-01,2006,0.5,"['CAN', 'USA']",horror,0,-5.2,6
tt0373051,movie,Journey to the Center of the Earth,Journey to the Center of the Earth,0,2008,\N,93,"Action,Adventure,Family",5.8,107169,275067,Podróż do wnętrza Ziemi,Journey to the Center of the Earth,2008,0,1,USA,"Przygodowy, Sci-Fi",2019-11-11,2019,0.5,['USA'],"przygodowy, sci-fi",0,-4.8,6
tt0490181,movie,Mutant Chronicles,Mutant Chronicles,0,2008,\N,111,"Action,Adventure,Sci-Fi",5.2,25191,275068,Kroniki mutantów,Mutant Chronicles,2008,0,3,"USA, Wielka Brytania","Przygodowy, Sci-Fi",2015-12-30,2015,1.5,"['USA', 'GBR']","przygodowy, sci-fi",0,-2.2,5
tt0490215,movie,Silence,Silence,0,2016,\N,161,"Drama,History",7.2,90099,278033,Milczenie,Silence,2016,0,8,"Japonia, Meksyk, USA, Wielka Brytania, Włochy, Tajwan",Dramat historyczny,2017-3-6,2017,4.0,"['JPN', 'MEX', 'USA', 'GBR', 'ITA', 'TWN']",dramat historyczny,0,0.7999999999999998,7
tt0443431,movie,Another Gay Movie,Another Gay Movie,0,2006,\N,92,"Comedy,Romance",4.9,8556,279930,Kolejny gejowski film,Another Gay Movie,2006,0,2,USA,Komedia,2010-8-1,2010,1.0,['USA'],comedy,0,-2.9000000000000004,5
tt0386741,movie,Renaissance,Renaissance,0,2006,\N,105,"Action,Animation,Sci-Fi",6.7,15290,287740,Renesans,Renaissance,2006,0,5,"Francja, Luksemburg, Wielka Brytania","Animacja, Thriller, Akcja, Sci-Fi",2013-6-15,2013,2.5,"['FRA', 'LUX', 'GBR']","animacja, thriller, action, sci-fi",0,-1.7000000000000002,7
tt0443453,movie,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,0,2006,\N,84,Comedy,7.3,338336,291383,"Borat: Podpatrzone w Ameryce, aby Kazachstan rósł w siłę, a ludzie żyli dostatniej",Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006,0,6,USA,Komedia,2010-6-1,2010,3.0,['USA'],comedy,0,-1.2999999999999998,7
tt2994948,movie,Deep in the Darkness,Deep in the Darkness,0,2014,\N,100,"Horror,Thriller",4.7,2451,292302,Głębia ciemności,Deep in the Darkness,2014,0,2,USA,Horror,2016-1-3,2016,1.0,['USA'],horror,0,-2.7,5
tt0824747,movie,Changeling,Changeling,0,2008,\N,141,"Biography,Crime,Drama",7.7,226676,293878,Oszukana,Changeling,2008,0,7,USA,Dramat obyczajowy,2014-9-16,2014,3.5,['USA'],dramat obyczajowy,0,-0.7000000000000002,8
tt0758730,movie,Aliens vs. Predator: Requiem,AVPR: Aliens vs Predator - Requiem,0,2007,\N,94,"Action,Horror,Sci-Fi",4.7,111534,300636,Obcy kontra Predator 2,AVPR: Aliens vs Predator - Requiem,2007,0,6,USA,"Akcja, Sci-Fi",2017-2-5,2017,3.0,['USA'],"action, sci-fi",0,1.2999999999999998,5
tt0770828,movie,Man of Steel,Man of Steel,0,2013,\N,143,"Action,Adventure,Sci-Fi",7.1,660986,305388,Człowiek ze stali,Man of Steel,2013,0,6,"Kanada, USA, Wielka Brytania","Akcja, Sci-Fi",2013-6-23,2013,3.0,"['CAN', 'USA', 'GBR']","action, sci-fi",0,-1.0999999999999996,7
tt0166924,movie,Mulholland Dr.,Mulholland Dr.,0,2001,\N,147,"Drama,Mystery,Thriller",7.9,298428,30630,Mulholland Drive,Mulholland Dr.,2001,0,8,"Francja, USA","Dramat, Thriller",2010-6-1,2010,4.0,"['FRA', 'USA']","drama, thriller",0,0.09999999999999964,8
tt0120586,movie,American History X,American History X,0,1998,\N,119,Drama,8.5,978292,30633,Więzień nienawiści,American History X,1998,1,8,USA,Dramat,2010-6-1,2010,4.0,['USA'],drama,0,-0.5,8
tt0082176,movie,Christiane F.,Christiane F. - Wir Kinder vom Bahnhof Zoo,0,1981,\N,138,"Biography,Drama",7.6,20137,30641,"My, dzieci z dworca Zoo",Christiane F. - Wir Kinder vom Bahnhof Zoo,1981,0,9,RFN,Dramat obyczajowy,2010-8-3,2010,4.5,['UNK'],dramat obyczajowy,0,1.4000000000000004,8
tt0257106,movie,Scary Movie 2,Scary Movie 2,0,2001,\N,83,Comedy,5.3,142250,30648,Straszny film 2,Scary Movie 2,2001,0,4,"Kanada, USA",Komedia,2010-6-1,2010,2.0,"['CAN', 'USA']",comedy,0,-1.2999999999999998,5
tt0010323,movie,The Cabinet of Dr. Caligari,Das Cabinet des Dr. Caligari,0,1920,\N,76,"Fantasy,Horror,Mystery",8.1,51963,30689,Gabinet doktora Caligari,Das Cabinet des Dr. Caligari,1920,0,10,Niemcy,"Horror, Niemy",2013-9-4,2013,5.0,['DEU'],"horror, silent",0,1.9000000000000004,8
tt0013442,movie,Nosferatu,"Nosferatu, eine Symphonie des Grauens",0,1922,\N,94,"Fantasy,Horror",7.9,83262,30700,Nosferatu - symfonia grozy,"Nosferatu, eine Symphonie des Grauens",1922,0,9,Niemcy,"Horror, Niemy",2019-3-16,2019,4.5,['DEU'],"horror, silent",0,1.0999999999999996,8
tt0050083,movie,12 Angry Men,12 Angry Men,0,1957,\N,96,Drama,8.9,631627,30701,Dwunastu gniewnych ludzi,12 Angry Men,1957,0,10,USA,Dramat sądowy,2018-3-11,2018,5.0,['USA'],dramat sądowy,0,1.0999999999999996,9
tt0083907,movie,The Evil Dead,The Evil Dead,0,1981,\N,85,Horror,7.5,175270,30709,Martwe zło,The Evil Dead,1981,0,7,USA,Horror,2014-7-4,2014,3.5,['USA'],horror,0,-0.5,8
tt0092991,movie,Evil Dead II,Evil Dead II,0,1987,\N,84,"Comedy,Horror",7.8,139754,30710,Martwe zło 2,Evil Dead II,1987,0,7,USA,"Horror, Komedia",2014-7-3,2014,3.5,['USA'],"horror, comedy",0,-0.7999999999999998,8
tt0231775,movie,Down to Earth,Down to Earth,0,2001,\N,87,"Comedy,Fantasy",5.5,20933,30921,Spadaj na ziemię,Down to Earth,2001,0,4,"Kanada, Niemcy, USA",Komedia,2018-12-15,2018,2.0,"['CAN', 'DEU', 'USA']",comedy,0,-1.5,6
tt0115736,movie,Bound,Bound,0,1996,\N,109,"Crime,Romance,Thriller",7.3,48081,30926,Brudne pieniądze,Bound,1996,0,8,USA,"Dramat, Kryminał, Thriller",2014-4-2,2014,4.0,['USA'],"drama, crime, thriller",0,0.7000000000000002,7
tt0033467,movie,Citizen Kane,Citizen Kane,0,1941,\N,119,"Drama,Mystery",8.3,373599,31279,Obywatel Kane,Citizen Kane,1941,0,9,USA,Dramat,2017-2-4,2017,4.5,['USA'],drama,0,0.6999999999999993,8
tt0093177,movie,Hellraiser,Hellraiser,0,1987,\N,94,"Horror,Thriller",7.0,95715,31326,Hellraiser: Wysłannik piekieł,Hellraiser,1987,0,7,Wielka Brytania,Horror,2019-7-25,2019,3.5,['GBR'],horror,0,0.0,7
tt0265086,movie,Black Hawk Down,Black Hawk Down,0,2001,\N,144,"Drama,History,War",7.7,347112,31419,Helikopter w ogniu,Black Hawk Down,2001,0,8,"USA, Wielka Brytania","Dramat, Wojenny",2010-6-1,2010,4.0,"['USA', 'GBR']","drama, war",0,0.2999999999999998,8
tt0167261,movie,The Lord of the Rings: The Two Towers,The Lord of the Rings: The Two Towers,0,2002,\N,179,"Adventure,Drama,Fantasy",8.7,1393877,31451,Władca Pierścieni: Dwie wieże,The Lord of the Rings: The Two Towers,2002,0,6,"Nowa Zelandia, USA","Fantasy, Przygodowy",2011-1-4,2011,3.0,"['NZL', 'USA']","fantasy, przygodowy",0,-2.6999999999999993,9
tt0198781,movie,"Monsters, Inc.","Monsters, Inc.",0,2001,\N,92,"Adventure,Animation,Comedy",8.0,764114,31508,Potwory i spółka,"Monsters, Inc.",2001,0,5,USA,"Animacja, Familijny, Komedia",2010-6-2,2010,2.5,['USA'],"animacja, familijny, comedy",0,-3.0,8
tt0409459,movie,Watchmen,Watchmen,0,2009,\N,162,"Action,Drama,Mystery",7.6,475248,317089,Watchmen. Strażnicy,Watchmen,2009,0,10,USA,"Dramat, Akcja, Sci-Fi",2016-2-16,2016,5.0,['USA'],"drama, action, sci-fi",0,2.4000000000000004,8
tt0265666,movie,The Royal Tenenbaums,The Royal Tenenbaums,0,2001,\N,110,"Comedy,Drama",7.6,251191,31985,Genialny klan,The Royal Tenenbaums,2001,0,8,USA,"Dramat, Komedia",2016-9-22,2016,4.0,['USA'],"drama, comedy",0,0.40000000000000036,8
tt0268380,movie,Ice Age,Ice Age,0,2002,\N,81,"Adventure,Animation,Comedy",7.5,415016,32014,Epoka lodowcowa,Ice Age,2002,0,6,USA,"Animacja, Komedia, Przygodowy",2010-6-1,2010,3.0,['USA'],"animacja, comedy, przygodowy",0,-1.5,8
tt0058085,movie,The Fall of the Roman Empire,The Fall of the Roman Empire,0,1964,\N,188,"Drama,History,War",6.7,7640,32026,Upadek Cesarstwa Rzymskiego,The Fall of the Roman Empire,1964,0,6,USA,"Kostiumowy, Dramat historyczny",2019-9-7,2019,3.0,['USA'],"costume, dramat historyczny",0,-0.7000000000000002,7
tt0247199,movie,The Believer,The Believer,0,2001,\N,98,Drama,7.2,35319,32049,Fanatyk,The Believer,2001,0,8,USA,Dramat,2010-6-1,2010,4.0,['USA'],drama,0,0.7999999999999998,7
tt0082186,movie,Clash of the Titans,Clash of the Titans,0,1981,\N,118,"Action,Adventure,Family",6.9,38507,32071,Zmierzch tytanów,Clash of the Titans,1981,0,6,USA,"Fantasy, Przygodowy",2019-6-14,2019,3.0,['USA'],"fantasy, przygodowy",0,-0.9000000000000004,7
