,ID,Tytuł polski,Tytuł oryginalny,Rok produkcji,Ulubione,Ocena,Komentarz,Kraj produkcji,Gatunek,Data
0,810167,Joker,,2019,,7,,"Kanada, USA","Dramat, Kryminał, Akcja",2019-10-11
1,796158,"Podły, okrutny, zły","Extremely Wicked, Shockingly Evil and Vile",2019,,6,,USA,"Biograficzny, Kryminał, Thriller",2019-10-6
2,753119,Prosta historia o morderstwie,,2016,,3,,Polska,"Kryminał, Thriller",2019-10-5
3,797600,"Ciemno, prawie noc",,2019,,2,,Polska,"Kryminał, Thriller",2019-10-5
4,460220,Wyznania zakupoholiczki,Confessions of a Shopaholic,2009,,3,,USA,Komedia rom.,2019-10-4
5,825221,W cieniu księżyca,In the Shadow of the Moon,2019,,5,,USA,"Thriller, Sci-Fi",2019-10-2
6,830386,The Wolf Hour,,2019,,4,,"USA, Wielka Brytania",Thriller,2019-10-2
7,824402,Ma,,2019,,4,,USA,Horror,2019-9-30
8,838822,Between Two Ferns: Film,Between Two Ferns: The Movie,2019,,6,,USA,Komedia,2019-9-24
9,807159,Słodki koniec dnia,,2019,,5,,Polska,Dramat,2019-9-24
10,785552,X-Men: Mroczna Phoenix,Dark Phoenix,2019,,6,,USA,"Akcja, Sci-Fi",2019-9-22
11,786702,Król polki,The Polka King,2017,,6,,USA,Komedia,2019-9-22
12,118439,Dick i Jane: Niezły ubaw,Fun with Dick and Jane,2005,,6,,USA,Komedia kryminalna,2019-9-17
13,812781,Śmierć nadejdzie dziś 2,Happy Death Day 2U,2019,,6,,USA,"Horror, Komedia",2019-9-16
14,774799,Ingrid wyrusza na zachód,Ingrid Goes West,2017,,6,,USA,"Dramat, Komedia",2019-9-15
15,30907,Jay i Cichy Bob kontratakują,Jay and Silent Bob Strike Back,2001,,7,,USA,Komedia,2019-9-15
16,793838,To: Rozdział 2,It: Chapter Two,2019,,6,,"Kanada, USA",Horror,2019-9-11
17,782923,Zły Samarytanin,Bad Samaritan,2018,,5,,USA,Thriller,2019-8-29
18,811261,Greta,,2018,,4,,"Irlandia, USA",Thriller,2019-8-26
19,720753,Godzilla II: Król potworów,Godzilla: King of the Monsters,2019,,2,,"Japonia, USA","Akcja, Sci-Fi",2019-8-26
20,37,Desperatki,Set It Off,1996,,6,,USA,"Dramat, Sensacyjny, Thriller",2019-8-24
21,800273,Projekt Koliber,The Hummingbird Project,2018,,5,,Kanada,Thriller,2019-8-21
22,796540,Bajecznie bogaci Azjaci,Crazy Rich Asians,2018,,4,,USA,Komedia,2019-8-15
23,88838,Kaliber 45,.45,2006,,3,,USA,"Dramat, Thriller",2019-8-15
24,790359,Hellboy,,2019,,5,,"USA, Wielka Brytania, Bułgaria","Fantasy, Akcja",2019-8-14
25,794201,Piercing,,2018,,3,,USA,Thriller,2019-8-12
26,416984,The Hurt Locker. W pułapce wojny,The Hurt Locker,2008,,7,,USA,"Dramat, Wojenny",2019-8-8
27,7967,Na fali,Point Break,1991,,7,,USA,Sensacyjny,2019-8-8
28,209978,Zabójstwo Jesse'ego Jamesa przez tchórzliwego Roberta Forda,The Assassination of Jesse James by the Coward Robert Ford,2007,,7,,"Kanada, USA, Wielka Brytania","Biograficzny, Dramat, Western",2019-8-5
29,795456,Clara,,2018,,5,,"Kanada, USA","Romans, Sci-Fi",2019-8-5
30,804145,Styks,Styx,2018,,5,,"Austria, Niemcy",Dramat,2019-8-5
31,773277,Pusty i głupi gest,A Futile and Stupid Gesture,2018,,5,,USA,"Biograficzny, Komedia",2019-8-2
32,797588,Przedszkolanka,The Kindergarten Teacher,2018,,7,,USA,Dramat,2019-8-1
33,835700,Syn,El hijo,2019,,6,,Argentyna,Thriller,2019-7-30
34,785625,Kin. Zabójcza broń,Kin,2018,,6,,USA,"Akcja, Sci-Fi",2019-7-30
35,570380,Kupiliśmy zoo,We Bought a Zoo,2011,,6,,USA,"Dramat, Komedia",2019-7-28
36,794194,W deszczowy dzień w Nowym Jorku,A Rainy Day in New York,2019,,8,,USA,Komedia,2019-7-28
37,322665,Człowiek z Ziemi,The Man from Earth,2007,,5,,USA,"Dramat, Sci-Fi",2019-7-28
38,186910,Smętarz dla zwierzaków,Pet Sematary,2019,,3,,USA,Horror,2019-7-15
39,789869,Spider-Man: Daleko od domu,Spider-Man: Far From Home,2019,,6,,USA,"Akcja, Sci-Fi",2019-7-14
40,712663,Advantageous,,2015,,4,,USA,"Dramat, Sci-Fi",2019-6-23
41,816982,To my,Us,2019,,6,,"Chiny, Japonia, USA",Thriller,2019-6-22
42,740813,Outsiderka,The Bad Batch,2016,,5,,USA,Dramat,2019-6-22
43,829669,Jestem matką,I Am Mother,2019,,4,,Australia,"Thriller, Sci-Fi",2019-6-20
44,794622,Przykładny obywatel,Cold Pursuit,2019,,3,,Wielka Brytania,"Dramat, Akcja",2019-6-20
45,792243,Mój piękny syn,Beautiful Boy,2018,,6,,USA,Dramat,2019-5-25
46,118261,Mean Creek,,2004,,5,,USA,"Dramat, Kryminał",2019-5-24
47,792556,John Wick 3,John Wick: Chapter 3 - Parabellum,2019,,7,,USA,"Thriller, Akcja",2019-5-20
48,785673,Kochanek idealny,Zoe,2018,,4,,USA,Romans,2019-5-13
49,790542,Avengers: Koniec gry,Avengers: Endgame,2019,,5,,USA,"Akcja, Sci-Fi",2019-5-7
50,766067,Dobry sąsiad,The Good Neighbor,2016,,6,,USA,Thriller,2019-5-4
51,790925,Oblicze mroku,Look Away,2018,,6,,USA,Thriller,2019-5-4
52,817829,Mroczne miejsce,Steel Country,2018,,6,,Wielka Brytania,Thriller,2019-4-30
53,805279,Fatamorgana,Durante la tormenta,2018,,3,,Hiszpania,"Thriller, Sci-Fi",2019-4-17
54,827674,Cisza,The Silence,2019,,4,,"Niemcy, USA",Horror,2019-4-15
55,799883,Wakacje,Holiday,2018,,3,,"Dania, Holandia, Szwecja","Dramat, Kryminał",2019-4-15
56,809563,Hawaje,Hawaii,2017,,5,,Rumunia,Dramat,2019-4-7
57,723206,Elle,,2016,,4,,"Belgia, Francja, Niemcy",Thriller,2019-4-6
58,740144,Iniemamocni 2,Incredibles 2,2018,,7,,USA,"Animacja, Przygodowy",2019-4-5
59,780590,Siedem dni,Entebbe,2018,,4,,"USA, Wielka Brytania","Dramat, Kryminał, Thriller",2019-4-5
60,560560,Potrójna granica,Triple Frontier,2019,,2,,USA,Kryminał,2019-4-5
61,808437,Przemytnik,The Mule,2018,,4,,USA,"Dramat, Kryminał",2019-4-3
62,800436,Przynęta,Serenity,2018,,2,,USA,Thriller,2019-4-2
63,724409,Sejf,The Vault,2017,,3,,USA,Horror,2019-3-31
64,824632,The Highwaymen,,2019,,6,,USA,Kryminał,2019-3-31
65,803018,Odwet,Reprisal,2018,,3,,"USA, Wielka Brytania",Akcja,2019-3-28
66,787094,Rockaway,,2017,,5,,USA,Dramat,2019-3-25
67,760045,Kot Bob i ja,A Street Cat Named Bob,2016,,6,,Wielka Brytania,"Biograficzny, Dramat, Komedia",2019-3-25
68,4236,Próba sił,Bless the Child,2000,,6,,"Niemcy, USA","Horror, Religijny",2019-3-25
69,756160,Faworyta,The Favourite,2018,,5,,"Irlandia, USA, Wielka Brytania","Biograficzny, Historyczny",2019-3-24
70,811263,Oskarżona,Acusada,2018,,7,,"Argentyna, Meksyk","Kryminał, Thriller",2019-3-24
71,714149,Han Solo: Gwiezdne wojny - historie,Solo: A Star Wars Story,2018,,4,,USA,"Przygodowy, Sci-Fi",2019-3-22
72,737374,Arizona,,2018,,7,,USA,Komedia,2019-3-20
73,678278,Po wypadku,After,2012,,5,,USA,Horror,2019-3-19
74,781969,Tragedy Girls,,2017,,5,,USA,"Horror, Komedia",2019-3-19
75,601499,Wstyd,Shame,2011,,5,,Wielka Brytania,Dramat,2019-3-16
76,433913,2012,,2009,,5,,"Kanada, USA","Sci-Fi, Katastroficzny",2019-3-16
77,804174,Niebieski ptak w moim sercu,A Bluebird in My Heart,2018,,7,,Francja,Dramat,2019-3-15
78,806243,Rysa na ścianie,Las grietas de Jara,2017,,3,,"Argentyna, Hiszpania",Thriller,2019-3-14
79,253995,21,,2008,,5,,USA,Kryminał,2019-3-14
80,744026,Zachowaj spokój,Please Stand By,2017,,6,,USA,"Dramat, Komedia",2019-3-13
81,118195,Trudne słówka,Spanglish,2004,,6,,USA,"Dramat, Komedia, Romans",2019-3-13
82,757712,Powiązania,Entanglement,2017,,6,,Kanada,"Dramat, Komedia, Romans",2019-3-13
83,797361,Zwierzęta Ameryki,American Animals,2018,,7,,USA,"Dramat, Kryminał",2019-3-13
84,726490,Kapitan Marvel,Captain Marvel,2019,,5,,"Australia, USA","Akcja, Sci-Fi",2019-3-10
85,5846,Gliniarz,Cop,1988,,5,,USA,"Dramat, Kryminał, Thriller",2019-3-9
86,771870,Zniknięcie Sidneya Halla,Sidney Hall,2017,,6,,USA,Dramat,2019-3-9
87,11843,Wściekłe psy,Reservoir Dogs,1992,,brak oceny,,USA,"Thriller, Gangsterski",2019-3-9
88,258442,Red Road,,2006,,5,,"Dania, Wielka Brytania",Dramat,2019-3-8
89,806360,SuperFly,,2018,,4,,USA,"Kryminał, Thriller, Akcja",2019-3-5
90,465839,Śmierć nadejdzie dziś,Happy Death Day,2017,,4,,USA,Horror,2019-3-3
91,775006,Tajemnice Silver Lake,Under the Silver Lake,2018,,4,,USA,Kryminał,2019-3-2
92,752098,Wciąż cię widzę,I Still See You,2018,,5,,USA,Thriller,2019-2-12
93,809630,Green Book,,2018,,7,,USA,"Dramat, Komedia",2019-2-11
94,775228,Nigdy cię tu nie było,You Were Never Really Here,2017,,5,,"Francja, USA, Wielka Brytania","Dramat, Thriller",2019-2-10
95,807561,Czarne bractwo. BlacKkKlansman,BlacKkKlansman,2018,,5,,USA,"Biograficzny, Dramat, Kryminał",2019-2-10
96,782196,Pierwszy człowiek,First Man,2018,,5,,"Japonia, USA","Biograficzny, Dramat",2019-2-10
97,10746,Obietnica,The Pledge,2001,,7,,USA,"Dramat, Kryminał",2019-2-9
98,820784,Wysokie loty,High Flying Bird,2019,,5,,USA,"Dramat, Sportowy",2019-2-9
99,808691,Velvet Buzzsaw,,2019,,4,,USA,Horror,2019-2-7
100,549085,Aquaman,,2018,,5,,"Australia, USA","Akcja, Sci-Fi",2019-2-4
101,31419,Helikopter w ogniu,Black Hawk Down,2001,,7,,"USA, Wielka Brytania","Dramat, Wojenny",2019-2-3
102,759367,Moonlight,,2016,,7,,USA,Dramat,2019-2-2
103,1458,2001: Odyseja kosmiczna,2001: A Space Odyssey,1968,,9,,"USA, Wielka Brytania",Sci-Fi,2019-2-2
104,818016,Czarne lustro: Bandersnatch,Black Mirror: Bandersnatch,2018,,5,,"USA, Wielka Brytania","Thriller, Sci-Fi",2019-2-2
105,798782,Glass,,2019,,5,,USA,Thriller,2019-2-2
106,619201,Bohemian Rhapsody,,2018,,8,,"USA, Wielka Brytania","Biograficzny, Dramat, Muzyczny",2019-2-2
107,743233,Spider-Man Uniwersum,Spider-Man: Into the Spider-Verse,2018,,8,,USA,"Animacja, Familijny, Akcja",2019-2-2
108,816986,IO,,2019,,3,,USA,Sci-Fi,2019-1-24
109,119043,Autostopem przez galaktykę,The Hitchhiker's Guide to the Galaxy,2005,,6,,"USA, Wielka Brytania","Komedia, Przygodowy, Sci-Fi",2019-1-23
110,74,Joe Black,Meet Joe Black,1998,,3,,USA,"Fantasy, Melodramat",2019-1-1
111,505949,Rozpruci na śmierć,The Happytime Murders,2018,,5,,USA,Komedia kryminalna,2018-12-30
112,794051,Szybki jak śmierć,Speed Kills,2018,,3,,USA,"Biograficzny, Thriller",2018-12-29
113,611085,Tożsamość nieznana,ID:A,2011,,4,,Dania,Thriller,2018-12-28
114,810908,Gracze,Joueurs,2018,,3,,Francja,Dramat,2018-12-28
115,785869,Ucieczka,The Escape,2017,,5,,Wielka Brytania,Dramat,2018-12-27
116,726369,Nie otwieraj oczu,Bird Box,2018,,5,,USA,"Thriller, Sci-Fi",2018-12-25
117,703619,Sprawa Lucii de B,Lucia de B.,2014,,6,,Holandia,"Thriller, Psychologiczny",2018-12-14
118,786216,Eskorta,Mile 22,2018,,4,,USA,Akcja,2018-12-14
119,742783,Widzę tylko ciebie,All I See Is You,2016,,5,,"USA, Tajlandia",Thriller,2018-12-13
120,3928,Arlington Road,,1999,,6,,USA,"Dramat, Thriller",2018-12-12
121,519906,Venom,,2018,,6,,"Chiny, USA","Akcja, Sci-Fi",2018-12-2
122,803615,Creed II,,2018,,7,,USA,"Dramat, Sportowy",2018-12-2
123,639711,Moja kolacja z Herve,My Dinner with Hervé,2018,,7,,USA,"Biograficzny, Dramat",2018-12-2
124,763013,Przysięga,Eiðurinn,2016,,7,,Islandia,"Thriller, Psychologiczny",2018-12-2
125,662836,Siedmiu wspaniałych,The Magnificent Seven,2016,,5,,USA,Western,2018-12-1
126,739951,Skok stulecia,Den of Thieves,2018,,7,,USA,Sensacyjny,2018-11-30
127,31210,"Człowiek, którego nie było",The Man Who Wasn't There,2001,,7,,"USA, Wielka Brytania","Dramat, Kryminał",2018-11-24
128,730791,Embers,,2015,,7,,"Polska, USA",Sci-Fi,2018-11-24
129,765538,Hostiles,,2017,,4,,USA,"Dramat, Western",2018-11-22
130,325418,Thor,,2011,,7,,USA,"Fantasy, Przygodowy",2018-11-16
131,430428,Surogaci,Surrogates,2009,,7,,USA,"Thriller, Sci-Fi",2018-11-15
132,792197,Pororoca,,2017,,7,,"Francja, Rumunia",Dramat,2018-11-14
133,721,Zakochana złośnica,10 Things I Hate About You,1999,,7,,USA,"Komedia, Dla młodzieży",2018-11-13
134,500232,Greenberg,,2010,,5,,USA,"Dramat, Komedia, Romans",2018-11-13
135,757751,Zanurzeni,Submergence,2017,,2,,"Francja, Hiszpania, Niemcy, USA","Melodramat, Thriller",2018-11-7
136,791088,Berek,Tag,2018,,6,,USA,Komedia,2018-10-22
137,779305,To przychodzi po zmroku,It Comes at Night,2017,,7,,USA,Horror,2018-10-21
138,778875,Hotel Artemis,,2018,,5,,"USA, Wielka Brytania","Thriller, Akcja, Sci-Fi",2018-10-17
139,755620,Ant-Man i Osa,Ant-Man and the Wasp,2018,,5,,"USA, Wielka Brytania","Akcja, Sci-Fi",2018-10-11
140,796568,Akt przemocy,Acts of Violence,2018,,3,,Kanada,"Dramat, Akcja",2018-10-11
141,214369,Duchy Goi,Goya's Ghosts,2006,,7,,"Hiszpania, USA","Biograficzny, Dramat, Kostiumowy",2018-10-10
142,496780,Ostatnia przystań,The Last Harbor,2010,,2,,USA,Thriller,2018-10-10
143,793882,Powstrzymać mrok,Hold the Dark,2018,,brak oceny,,USA,Thriller,2018-10-8
144,375721,Miasto złodziei,The Town,2010,,7,,USA,"Dramat, Kryminał",2018-10-7
145,746246,The Meg,,2018,,6,,"Chiny, USA","Horror, Akcja, Sci-Fi",2018-9-26
146,776171,Sicario 2: Soldado,Sicario: Day of the Soldado,2018,,7,,USA,"Thriller, Akcja",2018-9-26
147,10029,Obława,Takedown,2000,,7,,USA,"Thriller, Akcja",2018-9-24
148,37335,Wyścig z czasem,Out of Time,2003,,5,,USA,"Kryminał, Thriller",2018-9-24
149,802930,Dziedzictwo. Hereditary,Hereditary,2018,,6,,USA,"Dramat, Horror",2018-9-24
150,608065,Wywiad rodzinny,R.I.F. (Recherche dans l'Intérêt des Familles),2011,,6,,Francja,Thriller,2018-9-24
151,723027,Predator,The Predator,2018,,6,,"Kanada, USA","Akcja, Sci-Fi",2018-9-24
152,760272,mother!,Mother!,2017,,7,,USA,Horror,2018-9-24
153,119659,Wszyscy ludzie króla,All the King's Men,2006,,7,,"Niemcy, USA","Dramat, Thriller, Polityczny",2018-9-22
154,713866,Dziewczyny śmierci,The Final Girls,2015,,6,,USA,"Horror, Komedia",2018-9-22
155,1476,Święty dym,Holy Smoke,1999,,3,,"Australia, USA","Dramat obyczajowy, Psychologiczny",2018-9-22
156,322874,Transfer,Rendition,2007,,7,,USA,"Dramat, Thriller",2018-9-21
157,780203,Ostateczna rozgrywka,Final Score,2018,,5,,Wielka Brytania,Akcja,2018-9-20
158,734586,Bez litości 2,The Equalizer 2,2018,,7,,USA,"Thriller, Akcja",2018-9-18
159,782853,Welcome the Stranger,,2018,,3,,USA,Dramat,2018-9-16
160,796891,Dziewczyna we mgle,La ragazza nella nebbia,2017,,7,,"Francja, Niemcy, Włochy","Kryminał, Thriller",2018-9-16
161,757444,Ocean's 8,,2018,,4,,USA,Komedia kryminalna,2018-9-14
162,546975,127 godzin,127 Hours,2010,,6,,"USA, Wielka Brytania",Dramat,2018-9-13
163,491321,Blitz,,2011,,4,,"Francja, USA, Wielka Brytania","Kryminał, Thriller",2018-9-12
164,782021,Bliźnięta,Gemini,2017,,5,,USA,Thriller,2018-9-12
165,7971,Na krawędzi,Cliffhanger,1993,,5,,"Francja, USA, Włochy","Przygodowy, Thriller",2018-9-10
166,807151,UFO,,2018,,6,,USA,"Thriller, Sci-Fi",2018-9-5
167,631256,Rozłączeni,Disconnect,2012,,5,,USA,"Dramat, Thriller",2018-9-4
168,781685,Sweet Virginia,,2017,,4,,"Kanada, USA","Dramat, Thriller",2018-9-4
169,788644,41 dni nadziei,Adrift,2018,,4,,"Hongkong, Islandia, USA",Dramat,2018-9-3
170,688373,Początek,I Origins,2014,,3,,USA,"Dramat, Sci-Fi",2018-8-31
171,673091,Anomalisa,,2015,,6,,"USA, Wielka Brytania","Animacja, Dramat, Komedia",2018-8-29
172,760429,Deadpool 2,,2018,,7,,USA,"Komedia, Akcja, Sci-Fi",2018-8-27
173,789211,Skradziona córka,Separated at Birth,2018,,5,,Kanada,Thriller,2018-8-27
174,772700,Najlepszy,,2017,,6,,Polska,"Biograficzny, Obyczajowy, Sportowy",2018-8-15
175,443610,Niepowstrzymany,Unstoppable,2010,,7,,USA,"Thriller, Akcja",2018-8-13
176,740757,Gold,,2016,,6,,USA,"Dramat, Przygodowy",2018-8-12
177,786296,1922,,2017,,4,,USA,"Dramat, Thriller",2018-8-12
178,503386,Pomniejszenie,Downsizing,2017,,5,,USA,"Dramat, Komedia, Sci-Fi",2018-8-12
179,781007,Blok 99,Brawl in Cell Block 99,2017,,6,,USA,"Kryminał, Thriller, Akcja",2018-8-11
180,807467,Zemsta,Revenge,2017,,4,,"Belgia, Francja","Thriller, Akcja",2018-8-11
181,5206,Droga przez piekło,U Turn,1997,,7,,"Francja, USA","Dramat, Kryminał, Thriller",2018-8-7
182,121935,Przez ciemne zwierciadło,A Scanner Darkly,2006,,7,,USA,"Animacja, Thriller, Sci-Fi",2018-8-6
183,776170,Tully,,2018,,6,,USA,"Dramat, Komedia",2018-8-5
184,796010,Salut 7,Salyut-7,2017,,6,,Rosja,Dramat,2018-8-5
185,995,Terminator,The Terminator,1984,,6,,"USA, Wielka Brytania","Akcja, Sci-Fi",2018-8-4
186,706026,Syndrom berliński,Berlin Syndrome,2017,,6,,Australia,Thriller,2018-8-3
187,774747,Gra o wszystko,Molly's Game,2017,,5,,USA,"Biograficzny, Dramat",2018-7-28
188,682170,W głowie się nie mieści,Inside Out,2015,,7,,USA,"Animacja, Komedia",2018-7-24
189,802898,Niepoczytalna,Unsane,2018,,5,,USA,Thriller,2018-7-9
190,616664,Kroniki lombardu,Pawn Shop Chronicles,2013,,4,,USA,"Dramat, Komedia",2018-6-26
191,782287,Ogary miłości,Hounds of Love,2016,,5,,Australia,Kryminał,2018-6-21
192,754958,Cudzoziemiec,The Foreigner,2017,,6,,"Chiny, USA, Wielka Brytania","Thriller, Akcja",2018-6-12
193,757545,Zanim odejdę,Before I Fall,2017,,4,,USA,Dramat,2018-6-10
194,767751,Przebudzenie dusz,Ghost Stories,2017,,6,,Wielka Brytania,Horror,2018-6-10
195,758909,Jurassic World: Upadłe królestwo,Jurassic World: Fallen Kingdom,2018,,5,,USA,"Przygodowy, Sci-Fi",2018-6-10
196,757913,Wieczór gier,Game Night,2018,,5,,USA,Komedia,2018-6-7
197,792452,Wszystkie pieniądze świata,All the Money in the World,2017,,3,,"USA, Wielka Brytania",Thriller,2018-6-6
198,112697,451° Fahrenheita,Fahrenheit 451,2018,,3,,USA,"Dramat, Sci-Fi",2018-5-22
199,803161,Ładunek,Cargo,2017,,6,,Australia,Thriller,2018-5-19
200,719245,Umysł przestępcy,Criminal,2016,,5,,"USA, Wielka Brytania","Dramat, Kryminał, Akcja",2018-5-19
201,931,28 dni,28 days,2000,,6,,USA,Dramat,2018-5-19
202,768105,Ghostland,,2018,,8,,"Francja, Kanada",Horror,2018-5-17
203,795912,Ciche miejsce,A Quiet Place,2018,,7,,USA,"Horror, Sci-Fi",2018-5-17
204,765124,Mama i tata,Mom and Dad,2017,,4,,USA,Horror,2018-5-15
205,766688,Życzenie śmierci,Death Wish,2018,,5,,USA,Sensacyjny,2018-5-14
206,787686,M jak morderca,Hangman,2017,,2,,USA,"Kryminał, Thriller",2018-5-14
207,746114,Morderstwo w Orient Expressie,Murder on the Orient Express,2017,,3,,"Francja, Kanada, Nowa Zelandia, USA, Wielka Brytania, Malta",Kryminał,2018-5-8
208,763618,Anon,,2018,,3,,Niemcy,"Thriller, Sci-Fi",2018-5-7
209,670711,Czasy ostateczne: Pozostawieni,Left Behind,2014,,4,,USA,"Thriller, Akcja, Sci-Fi",2018-5-7
210,544699,Taśmy Watykanu,The Vatican Tapes,2015,,4,,USA,Horror,2018-5-1
211,560109,Pasażer,The Commuter,2018,,6,,"USA, Wielka Brytania",Thriller,2018-4-29
212,690820,Pokot,,2017,,5,,"Czechy, Niemcy, Polska, Szwecja, Słowacja","Dramat, Kryminał",2018-4-16
213,790309,Cicha noc,,2017,,8,,Polska,"Dramat, Komedia",2018-4-16
214,1466,Lara Croft: Tomb Raider,,2001,,5,,"Japonia, Niemcy, USA, Wielka Brytania",Przygodowy,2018-4-10
215,34196,Lara Croft Tomb Raider: Kolebka życia,Lara Croft Tomb Raider: The Cradle of Life,2003,,5,,"Japonia, Niemcy, USA, Wielka Brytania",Przygodowy,2018-4-10
216,4596,Obywatel X,Citizen X,1995,,7,,USA,Thriller,2018-4-8
217,557479,Tomb Raider,,2018,,3,,"USA, Wielka Brytania",Przygodowy,2018-4-8
218,275064,Tulipanowa gorączka,Tulip Fever,2017,,3,,"USA, Wielka Brytania","Kostiumowy, Melodramat",2018-4-2
219,762864,Lady Bird,,2017,,5,,USA,"Dramat, Komedia",2018-4-2
220,755619,The Titan,,2018,,4,,"Hiszpania, USA, Wielka Brytania",Sci-Fi,2018-4-2
221,562677,Punkt zwrotny,The Ledge,2011,,3,,"Niemcy, USA, Arabia Saudyjska","Dramat, Thriller",2018-4-2
222,627942,Anna,,2013,,6,,"Francja, Hiszpania, USA",Thriller,2018-4-1
223,776169,Zabicie świętego jelenia,The Killing of a Sacred Deer,2017,,6,,"Irlandia, Wielka Brytania",Thriller,2018-3-31
224,270485,Świadek bez pamięci,The Lookout,2007,,5,,USA,"Dramat, Kryminał",2018-3-31
225,709847,Powrót do Heaven's Veil,The Veil,2016,,4,,USA,Horror,2018-3-30
226,742795,Skazany,Shot Caller,2017,,7,,USA,"Dramat, Thriller",2018-3-28
227,775970,Kształt wody,The Shape of Water,2017,,3,,USA,Fantasy,2018-3-26
228,730844,Anihilacja,Annihilation,2018,,4,,"USA, Wielka Brytania","Thriller, Sci-Fi",2018-3-12
229,773236,Czerwona jaskółka,Red Sparrow,2018,,3,,USA,"Thriller, Szpiegowski",2018-3-12
230,671824,Outsider,The Outsider,2018,,3,,USA,"Thriller, Akcja",2018-3-12
231,788923,"Jestem najlepsza. Ja, Tonya","I, Tonya",2017,,8,,USA,"Biograficzny, Dramat, Sportowy",2018-3-10
232,522361,Amerykanin,The American,2010,,5,,USA,"Dramat, Thriller",2018-3-6
233,444424,I Love You Phillip Morris,,2009,,7,,"Francja, USA","Biograficzny, Dramat, Komedia",2018-3-5
234,349764,Wkraczając w pustkę,Enter the Void,2009,,8,,"Francja, Kanada, Niemcy, Włochy","Dramat, Fantasy",2018-3-5
235,720204,Captain Fantastic,,2016,,7,,USA,Dramat,2018-3-3
236,786678,The Square,,2017,,5,,"Dania, Francja, Niemcy, Szwecja",Komedia,2018-3-3
237,426598,Liga Sprawiedliwości,Justice League,2017,,5,,"Kanada, USA, Wielka Brytania","Akcja, Sci-Fi",2018-2-28
238,775409,Borg/McEnroe. Między odwagą a szaleństwem,Borg McEnroe,2017,,7,,"Dania, Finlandia, Szwecja","Dramat, Sportowy",2018-2-26
239,730480,Cień,Maryland,2015,,3,,"Belgia, Francja",Thriller,2018-2-23
240,594358,Czarna Pantera,Black Panther,2018,,6,,"Australia, RPA, USA, Korea Południowa","Akcja, Sci-Fi",2018-2-21
241,638718,Battlecreek,,2017,,7,,USA,Melodramat,2018-2-18
242,796602,Rytuał,The Ritual,2017,,3,,Wielka Brytania,Horror,2018-2-12
243,767406,"Trzy billboardy za Ebbing, Missouri","Three Billboards Outside Ebbing, Missouri",2017,,8,,"USA, Wielka Brytania","Dramat, Komedia, Kryminał",2018-2-12
244,738846,Photon,,2017,,8,,Polska,"Dramat, Sci-Fi",2018-2-11
245,634796,Linia życia,Flatliners,2017,,4,,USA,"Horror, Sci-Fi",2018-2-10
246,750192,The Belko Experiment,,2016,,4,,"USA, Kolumbia","Thriller, Akcja",2018-2-10
247,801997,Dom otwarty,The Open House,2018,,3,,USA,Thriller,2018-1-23
248,655591,Zaproszenie,The Invitation,2015,,6,,USA,Thriller,2018-1-20
249,726818,Pomiędzy nami góry,The Mountain Between Us,2017,,3,,USA,Dramat,2018-1-15
250,787309,Projekt Floryda,The Florida Project,2017,,5,,USA,Dramat,2018-1-9
251,633506,Message from the King,,2016,,6,,"Belgia, Francja, USA, Wielka Brytania",Thriller,2018-1-3
252,748073,OtherLife,,2017,,6,,Australia,"Thriller, Sci-Fi",2018-1-2
253,668347,Pierwszy śnieg,The Snowman,2017,,4,,"Szwecja, USA, Wielka Brytania",Kryminał,2017-12-29
254,663259,Bodyguard Zawodowiec,The Hitman's Bodyguard,2017,,6,,"Chiny, Holandia, USA, Bułgaria","Komedia, Akcja",2017-12-23
255,601988,Iceman: Historia mordercy,The Iceman,2012,,6,,USA,"Biograficzny, Kryminał",2017-12-22
256,771723,Bright,,2017,,3,,USA,"Fantasy, Akcja",2017-12-22
257,782776,Thelma,,2017,,6,,"Dania, Francja, Norwegia, Szwecja","Dramat, Fantasy",2017-12-22
258,763812,Wind River. Na przeklętej ziemi,Wind River,2017,,6,,"Kanada, USA, Wielka Brytania",Thriller,2017-12-21
259,762838,Pottersville,,2017,,6,,USA,Komedia,2017-12-17
260,773378,Moja kuzynka Rachela,My Cousin Rachel,2017,,4,,"USA, Wielka Brytania",Melodramat,2017-12-10
261,628311,American Assassin,,2017,,3,,"Hongkong, USA","Thriller, Akcja",2017-12-10
262,766875,Dzień patriotów,Patriots Day,2016,,7,,"Hongkong, USA",Thriller,2017-11-19
263,766551,Pitbull. Niebezpieczne kobiety,,2016,,3,,Polska,"Dramat, Sensacyjny",2017-11-19
264,484466,Zrodzony w ogniu,Out of the Furnace,2013,,7,,"USA, Wielka Brytania",Thriller,2017-11-19
265,769844,Na pokuszenie,The Beguiled,2017,,4,,USA,Dramat,2017-11-14
266,707970,Thor: Ragnarok,,2017,,7,,USA,"Fantasy, Przygodowy",2017-11-12
267,755384,Atomic Blonde,,2017,,6,,"Niemcy, Szwecja, USA","Thriller, Akcja",2017-11-12
268,478702,Iron Man 2,,2010,,4,,USA,"Akcja, Sci-Fi",2017-11-6
269,118708,Elektra,,2005,,4,,"Kanada, USA","Fantasy, Akcja",2017-11-2
270,122541,Iron Man,,2008,,6,,USA,"Akcja, Sci-Fi",2017-11-2
271,739293,Lekarstwo na życie,A Cure for Wellness,2016,,5,,"Niemcy, USA",Horror,2017-11-1
