ID,Tytuł polski,Tytuł oryginalny,Rok produkcji,Ulubione,Ocena,Komentarz,Kraj produkcji,Gatunek,Data
467136,Radio na fali,The Boat That Rocked,2009,,8,,"Francja, Niemcy, Wielka Brytania","Dramat, Komedia, Muzyczny",2011-10-22
432908,Wątpliwość,Doubt,2008,,6,,USA,Dramat obyczajowy,2011-10-22
33340,25. godzina,25th Hour,2002,,6,,USA,"Dramat, Kryminał",2011-10-22
765,Happiness,,1998,,8,,USA,"Dramat, Komedia, Obyczajowy",2011-10-22
132450,"Nim diabeł dowie się, że nie żyjesz",Before the Devil Knows You're Dead,2007,,8,,"USA, Wielka Brytania","Dramat, Thriller",2011-10-22
1488,Czego pragną kobiety,What Women Want,2000,,5,,USA,Komedia rom.,2011-10-22
437619,Po prostu miłość,Last Chance Harvey,2008,,7,,USA,Romans,2011-10-22
99390,to właśnie miłość,love actually,2003,,9,,"Francja, USA, Wielka Brytania",Komedia rom.,2011-10-22
301001,Spokojny człowiek,He Was a Quiet Man,2007,,6,,USA,"Dramat, Thriller",2011-10-22
104547,Sahara,,2005,,4,,"Hiszpania, Niemcy, USA, Wielka Brytania",Przygodowy,2011-10-22
122,Morderstwo doskonałe,A Perfect Murder,1998,,8,,USA,Thriller,2011-10-22
304289,Margot jedzie na ślub,Margot at the Wedding,2007,,6,,USA,"Dramat, Komedia obycz.",2011-10-20
178,Szakal,The Jackal,1997,,7,,"Francja, Japonia, Niemcy, USA, Wielka Brytania",Sensacyjny,2011-10-20
188513,Ultimatum Bourne'a,The Bourne Ultimatum,2007,,9,,"Niemcy, USA",Sensacyjny,2011-10-20
106415,Krucjata Bourne'a,The Bourne Supremacy,2004,,8,,"Niemcy, USA",Sensacyjny,2011-10-20
31497,Tożsamość Bourne'a,The Bourne Identity,2002,,9,,"Czechy, Niemcy, USA",Sensacyjny,2011-10-20
4258,Blow,,2001,,8,,USA,"Biograficzny, Dramat, Kryminał",2011-10-20
4545,Czekolada,Chocolat,2000,,8,,"USA, Wielka Brytania","Dramat, Komedia, Romans",2011-10-20
284374,Niepokój,Disturbia,2007,,8,,USA,Thriller,2011-10-20
272987,Jumper,,2008,,7,,"Kanada, USA","Przygodowy, Sci-Fi",2011-10-20
200939,Węże w samolocie,Snakes on a Plane,2006,,2,,"Kanada, Niemcy, USA","Thriller, Akcja",2011-10-20
943,Przeboje i podboje,High Fidelity,2000,,9,,"USA, Wielka Brytania","Dramat, Komedia rom.",2011-10-20
953,Zakazany owoc,Keeping the Faith,2000,,8,,USA,Komedia rom.,2011-10-20
96204,Starsky i Hutch,Starsky & Hutch,2004,,5,,USA,Komedia kryminalna,2011-10-20
111400,Namiętność,Non ti muovere,2004,,6,,"Hiszpania, Wielka Brytania, Włochy",Melodramat,2011-10-20
1459,Pamięć absolutna,Total Recall,1990,,7,,USA,"Thriller, Akcja, Sci-Fi",2011-10-20
97088,21 gramów,21 Grams,2003,,6,,USA,"Kryminał, Thriller",2011-10-20
1058,Fortepian,The Piano,1993,,8,,"Australia, Francja, Nowa Zelandia","Kostiumowy, Melodramat",2011-10-20
8243,Obcy 3,Alien³,1992,,7,,USA,"Horror, Sci-Fi",2011-10-20
1140,Kingsajz,,1987,,7,,Polska,Komedia,2011-10-20
627,Zostawić Las Vegas,Leaving Las Vegas,1995,,8,,"Francja, USA, Wielka Brytania",Melodramat,2011-10-20
4885,Mroczne miasto,Dark City,1998,,3,,"Australia, USA","Thriller, Sci-Fi",2011-10-20
32014,Epoka lodowcowa,Ice Age,2002,,7,,USA,"Animacja, Komedia, Przygodowy",2011-10-20
391528,Once,,2007,,8,,Irlandia,"Dramat, Romans, Muzyczny",2011-10-20
453743,Jeszcze dalej niż Północ,Bienvenue chez les Ch'tis,2008,,8,,Francja,Komedia,2011-10-20
144,Piąty element,The Fifth Element,1997,,5,,Francja,"Akcja, Sci-Fi",2011-10-20
105575,Kill Bill 2,Kill Bill: Vol. 2,2004,,7,,USA,"Thriller, Akcja",2011-10-20
121413,Piła,Saw,2004,,8,,"Australia, USA",Horror,2011-10-20
104454,Między słowami,Lost in Translation,2003,,5,,"Japonia, USA","Komedia, Melodramat",2011-10-20
777,Cube,,1997,,8,,Kanada,"Thriller, Sci-Fi",2011-10-20
1039,Pulp Fiction,,1994,,10,,USA,Gangsterski,2011-10-20
867,Utalentowany pan Ripley,The Talented Mr. Ripley,1999,,6,,USA,"Dramat, Kryminał, Thriller",2011-10-20
609908,Mokra robota,Setup,2011,,2,,USA,Akcja,2011-10-20
311443,Niezniszczalni,The Expendables,2010,,5,,USA,Akcja,2011-10-20
500891,Incepcja,Inception,2010,,6,,"USA, Wielka Brytania","Surrealistyczny, Thriller, Sci-Fi",2011-10-20
475937,W chmurach,Up in the Air,2009,,7,,USA,"Dramat, Komedia",2011-10-20
7900,Mucha,The Fly,1986,,7,,"Kanada, USA, Wielka Brytania","Horror, Sci-Fi",2011-10-20
1070,Miasteczko Twin Peaks. Ogniu krocz za mną.,Twin Peaks: Fire Walk with Me,1992,,8,,"Francja, USA","Dramat, Thriller",2011-10-20
645,Przed egzekucją,Dead Man Walking,1995,,6,,"USA, Wielka Brytania","Dramat, Kryminał",2011-10-20
1315,Egzorcysta,The Exorcist,1973,,9,,USA,Horror,2011-10-20
1018,Swobodny jeździec,Easy Rider,1969,,8,,USA,Dramat obyczajowy,2011-10-20
1069,Fisher King,The Fisher King,1991,,8,,USA,"Dramat, Komedia",2011-10-20
1085,Blue Velvet,,1986,,6,,USA,Thriller,2011-10-20
845,Pi,,1998,,9,,USA,"Dramat, Thriller",2011-10-20
73,Jackie Brown,,1997,,6,,USA,"Kryminał, Thriller",2011-10-20
873,Magnolia,,1999,,7,,USA,Dramat,2011-10-20
1107,Frantic,,1988,,6,,"Francja, USA","Dramat, Thriller",2011-10-20
30990,Martwica mózgu,Braindead,1992,,8,,Nowa Zelandia,"Horror, Komedia",2011-10-20
681,Nic śmiesznego,,1995,,7,,Polska,"Dramat, Komedia",2011-10-20
984,Thelma i Louise,Thelma & Louise,1991,,7,,"Francja, USA, Wielka Brytania",Dramat,2011-10-20
259289,To nie jest kraj dla starych ludzi,No Country for Old Men,2007,,6,,USA,"Dramat, Thriller",2011-10-20
103907,Symetria,,2003,,6,,Polska,Dramat,2011-10-20
1024,Batman,,1989,,4,,"USA, Wielka Brytania","Fantasy, Akcja",2011-10-20
1210,12 małp,Twelve Monkeys,1995,,7,,USA,"Dramat, Sci-Fi",2011-10-20
98823,Złe wychowanie,La Mala educación,2004,,5,,Hiszpania,"Dramat, Thriller",2011-10-19
33200,Kill Bill,Kill Bill: Vol. 1,2003,,8,,USA,"Thriller, Akcja",2011-10-19
1471,Billy Elliot,,2000,,7,,"Francja, Wielka Brytania","Dramat, Komedia, Muzyczny",2011-10-19
104183,Dróżnik,The Station Agent,2003,,7,,USA,"Dramat, Komedia",2011-10-19
120033,Kontrolerzy,Kontroll,2003,,5,,Węgry,"Dramat, Komedia",2011-10-19
107855,Zakochany bez pamięci,Eternal Sunshine of the Spotless Mind,2004,,6,,USA,"Dramat, Sci-Fi",2011-10-19
108116,Noi Albinoi,Nói albinói,2003,,8,,"Dania, Islandia, Niemcy, Wielka Brytania",Dramat,2011-10-19
33184,Nieodwracalne,Irréversible,2002,,7,,Francja,Dramat,2011-10-19
32380,Godziny,The Hours,2002,,5,,"USA, Wielka Brytania",Dramat,2011-10-19
444536,Przyjeżdża orkiestra,Bikur Ha-Tizmoret,2007,,6,,"Francja, USA, Izrael","Dramat, Komedia, Muzyczny",2011-10-19
208060,Broken Flowers,,2005,,9,,"Francja, USA","Dramat, Komedia",2011-10-19
112584,Sin City - Miasto grzechu,Sin City,2005,,7,,USA,Kryminał,2011-10-19
994,Obcy - decydujące starcie,Aliens,1986,,8,,USA,"Horror, Sci-Fi",2011-10-19
1467,Dym,Smoke,1995,,7,,"Japonia, Niemcy, USA","Dramat, Komedia",2011-10-19
989,Trainspotting,,1996,,7,,Wielka Brytania,Dramat,2011-10-19
624,Zagubiona autostrada,Lost Highway,1997,,7,,"Francja, USA","Dramat, Kryminał, Thriller",2011-10-19
32735,Czyż nie dobija się koni?,"They Shoot Horses, Don't They?",1969,,6,,USA,Dramat,2011-10-19
501868,Poznasz przystojnego bruneta,You Will Meet a Tall Dark Stranger,2010,,6,,"Hiszpania, USA",Komedia obycz.,2011-10-19
480036,"Co nas kręci, co nas podnieca",Whatever Works,2009,,8,,"Francja, USA",Komedia obycz.,2011-10-19
419862,Droga do szczęścia,Revolutionary Road,2008,,9,,"USA, Wielka Brytania",Melodramat,2011-10-19
30630,Mulholland Drive,Mulholland Dr.,2001,,8,,"Francja, USA","Dramat, Thriller",2011-10-19
493189,Samotny mężczyzna,A Single Man,2009,,6,,USA,Dramat,2011-10-19
322815,Prorok,Un prophète,2009,,6,,"Francja, Włochy","Dramat, Kryminał",2011-10-19
467482,Biała wstążka,Das Weisse Band - Eine deutsche Kindergeschichte,2009,,8,,"Austria, Francja, Niemcy, Włochy",Dramat,2011-10-19
470384,Dom zły,,2009,,7,,Polska,"Dramat, Kryminał",2011-10-18
980,"Obcy - 8. pasażer ""Nostromo""",Alien,1979,,8,,"USA, Wielka Brytania","Horror, Sci-Fi",2011-10-18
32888,Biały oleander,White Oleander,2002,,9,,USA,Dramat obyczajowy,2011-10-18
131195,Doom,,2005,,3,,"Czechy, Niemcy, USA, Wielka Brytania","Horror, Akcja",2011-10-18
541045,Szefowie wrogowie,Horrible Bosses,2011,,2,,USA,Komedia kryminalna,2011-10-17
498798,Londyński bulwar,London Boulevard,2010,,7,,"USA, Wielka Brytania","Kryminał, Melodramat",2011-10-14
605702,Łup,La proie,2011,,6,,Francja,"Thriller, Akcja",2011-10-13
337532,Miłość Larsa,Lars and the Real Girl,2007,,6,,"Kanada, USA","Dramat, Komedia",2011-10-12
470641,"Wszystko, co dobre",All Good Things,2010,,7,,USA,"Melodramat, Thriller",2011-10-12
32385,Cube 2,Cube 2: Hypercube,2002,,9,,Kanada,"Thriller, Sci-Fi",2011-10-12
399746,Drive,,2011,,6,,USA,Akcja,2011-10-11
485620,"Skóra, w której żyję",La Piel que habito,2011,,6,,Hiszpania,"Thriller, Psychologiczny",2011-10-11
545796,Elita zabójców,Killer Elite,2011,,5,,"Australia, USA","Thriller, Akcja",2011-10-11
671,Leon zawodowiec,Léon,1994,,8,,Francja,"Dramat, Kryminał",2011-10-3
91994,Basen,Swimming Pool,2003,,8,,"Francja, Wielka Brytania","Erotyczny, Thriller, Psychologiczny",2011-9-5
464212,Skazaniec,Felon,2008,,8,,USA,"Dramat, Kryminał",2011-9-5
453795,Zdrajca,Traitor,2008,,7,,USA,Thriller,2011-9-5
1316,Carrie,,1976,,8,,USA,Horror,2011-9-5
197,Wielkie nadzieje,Great Expectations,1998,,9,,USA,Melodramat,2011-9-5
969,X-Men,,2000,,4,,USA,"Akcja, Sci-Fi",2011-9-5
562509,O północy w Paryżu,Midnight in Paris,2011,,5,,"Hiszpania, USA","Fantasy, Komedia rom.",2011-9-5
489280,X-Men: Pierwsza klasa,X-Men: First Class,2011,,7,,"USA, Wielka Brytania","Akcja, Sci-Fi",2011-9-3
901,Nie lubię poniedziałku,,1971,,6,,Polska,Komedia obycz.,2011-9-1
30680,Piknik pod Wiszącą Skałą,Picnic at Hanging Rock,1975,,6,,Australia,Dramat,2011-9-1
992,Terminator 2: Dzień sądu,Terminator 2: Judgment Day,1991,,8,,"Francja, USA","Akcja, Sci-Fi",2011-9-1
1046,Taksówkarz,Taxi Driver,1976,,8,,USA,Dramat,2011-9-1
1275,Mechaniczna pomarańcza,A Clockwork Orange,1971,,10,,"USA, Wielka Brytania","Dramat, Sci-Fi",2011-9-1
1321,Psychoza,Psycho,1960,,7,,USA,Thriller,2011-9-1
1177,Rozmowy kontrolowane,,1991,,8,,Polska,Komedia,2011-9-1
124098,Wesele,,2004,,7,,Polska,"Dramat, Komedia",2011-9-1
520943,Zła kobieta,Bad Teacher,2011,,3,,USA,Komedia,2011-9-1
6857,"Kotka na gorącym, blaszanym dachu",Cat on a Hot Tin Roof,1958,,6,,USA,Dramat,2011-9-1
558709,Geneza planety małp,Rise of the Planet of the Apes,2011,,6,,USA,"Dramat, Akcja, Sci-Fi",2011-8-9
113329,Vinci,,2004,,7,,Polska,Komedia kryminalna,2011-8-8
476021,Harry Potter i Insygnia Śmierci: Część II,Harry Potter and the Deathly Hallows: Part 2,2011,,4,,"USA, Wielka Brytania","Familijny, Fantasy, Przygodowy",2011-8-8
545488,Debiutanci,Beginners,2010,,8,,USA,"Dramat, Komedia",2011-8-8
1163,Seksmisja,,1983,,9,,Polska,"Komedia, Sci-Fi",2011-8-4
751,Rejs,,1970,tak,10,,Polska,Komedia,2011-8-4
123383,Ciekawy przypadek Benjamina Buttona,The Curious Case of Benjamin Button,2008,,3,,USA,"Fantasy, Melodramat",2011-8-4
450915,Jestem na tak,Yes Man,2008,,5,,"Australia, USA",Komedia rom.,2011-8-4
5994,Głupi i głupszy,Dumb & Dumber,1994,,5,,USA,Komedia,2011-8-4
896,Miś,,1980,tak,10,,Polska,Komedia,2011-8-4
439908,Lejdis,,2008,,6,,Polska,Komedia,2011-8-4
487211,Kac Vegas,The Hangover,2009,,3,,"Niemcy, USA",Komedia,2011-8-4
1089,Ojciec chrzestny,The Godfather,1972,,7,,USA,"Dramat, Gangsterski",2011-8-4
32359,Czerwony smok,Red Dragon,2002,,4,,"Niemcy, USA",Thriller,2011-8-4
386028,Wanted - Ścigani,Wanted,2008,,1,,"Niemcy, USA",Akcja,2011-8-4
236351,Mroczny Rycerz,The Dark Knight,2008,,7,,"USA, Wielka Brytania","Akcja, Sci-Fi",2011-8-4
702,Siedem,Se7en,1995,,7,,USA,"Kryminał, Thriller",2011-8-4
8823,Powrót do przyszłości,Back to the Future,1985,,6,,USA,"Komedia, Przygodowy, Sci-Fi",2011-8-4
97112,Rzeka tajemnic,Mystic River,2003,,5,,"Australia, USA",Thriller,2011-8-4
1093,Zapach kobiety,Scent of a Woman,1992,,5,,USA,Dramat,2011-8-4
5158,Donnie Darko,,2001,,5,,USA,Dramat,2011-8-4
111532,Pan życia i śmierci,Lord of War,2005,,5,,"Francja, Niemcy, USA",Dramat,2011-8-4
124119,Hooligans,,2005,,5,,"USA, Wielka Brytania",Dramat,2011-8-4
30633,Więzień nienawiści,American History X,1998,,6,,USA,Dramat,2011-8-4
123697,Za wszelką cenę,Million Dollar Baby,2004,,7,,USA,Dramat,2011-8-4
459974,Siedem dusz,Seven Pounds,2008,,4,,USA,Dramat,2011-8-4
476580,Gran Torino,,2008,,6,,"Niemcy, USA",Dramat,2011-8-4
468296,Slumdog. Milioner z ulicy,Slumdog Millionaire,2008,,5,,Wielka Brytania,Dramat,2011-8-4
210898,Babel,,2006,,5,,"Francja, Meksyk, USA",Dramat,2011-8-4
1222,Filadelfia,Philadelphia,1993,,5,,USA,Dramat,2011-8-4
1470,Cast Away - poza światem,Cast Away,2000,,6,,USA,Dramat,2011-8-4
124613,Kod da Vinci,The Da Vinci Code,2006,,2,,"Francja, USA, Wielka Brytania, Malta",Thriller,2011-8-4
208687,1408,,2007,,3,,USA,Horror,2011-8-4
1020,Lśnienie,The Shining,1980,,7,,"USA, Wielka Brytania",Horror,2011-8-4
1237,Misery,,1990,,7,,USA,Thriller,2011-8-4
98586,Sekretne okno,Secret Window,2004,,3,,USA,Thriller,2011-8-4
238725,Mgła,The Mist,2007,,7,,USA,Horror,2011-8-4
1047,Milczenie owiec,The Silence of the Lambs,1991,,7,,USA,Thriller,2011-8-4
40252,Efekt motyla,The Butterfly Effect,2004,,6,,"Kanada, USA","Thriller, Sci-Fi",2011-8-4
108931,Mr. & Mrs. Smith,,2005,,6,,USA,Akcja,2011-8-4
299113,Avatar,,2009,,4,,"USA, Wielka Brytania",Sci-Fi,2011-8-4
2,Adwokat diabła,The Devil's Advocate,1997,,7,,"Niemcy, USA",Thriller,2011-8-4
1048,Skazani na Shawshank,The Shawshank Redemption,1994,,8,,USA,Dramat,2011-8-4
862,Zielona mila,The Green Mile,1999,,6,,USA,Dramat,2011-8-4
998,Forrest Gump,,1994,,6,,USA,"Dramat, Komedia",2011-8-4
180040,V jak Vendetta,V for Vendetta,2005,,4,,"Niemcy, USA, Wielka Brytania","Thriller, Sci-Fi",2011-8-4
189,Truman Show,The Truman Show,1998,,6,,USA,"Dramat, Komedia, Sci-Fi",2011-8-4
836,American Beauty,,1999,,7,,USA,"Dramat, Komedia",2011-8-4
137747,Bękarty wojny,Inglourious Basterds,2009,,6,,"Niemcy, USA",Wojenny,2011-8-4
825,Szósty zmysł,The Sixth Sense,1999,,7,,USA,Thriller,2011-8-4
9509,Shrek,,2001,,6,,USA,"Animacja, Familijny, Komedia",2011-8-4
837,Podziemny krąg,Fight Club,1999,,7,,"Niemcy, USA","Thriller, Psychologiczny",2011-8-4
936,Gladiator,,2000,,4,,"USA, Wielka Brytania",Dramat historyczny,2011-8-4
9136,Requiem dla snu,Requiem for a Dream,2000,,7,,USA,Dramat,2011-8-4
628,Matrix,The Matrix,1999,,8,,"Australia, USA","Akcja, Sci-Fi",2011-8-4
